date,country_code,country_name,us_bond_survey_pos,us_bond_adj_net_flow,us_bond_adj_val_chg,us_bond_monthly_gap,us_bond_est_pos,us_stk_survey_pos,us_stk_adj_net_flow,us_stk_adj_val_chg,us_stk_monthly_gap,us_stk_est_pos
3/31/2020,46604,UAE,ND,-265,-25,-1353,10189,ND,-309,-1408,-261,5085
3/31/2020,49999,AsiaTotal,ND,-31415,-14318,-673,339244,ND,-15225,-244806,-7343,1747960
3/31/2020,53201,Liberia,ND,-2,-24,-327,1065,ND,-9,-6275,674,4824
3/31/2020,53805,Mauritius,ND,-6,-24,-213,1338,ND,-410,-2495,1708,14873
3/31/2020,55719,SouthAfrica,ND,-1110,-2052,-494,9804,ND,-227,-14558,-269,42845
3/31/2020,57002,Egypt,ND,-40,-880,-824,5259,ND,7,-789,-334,2836
3/31/2020,59994,AfricaTotal,ND,-1151,-3408,-6521,32639,ND,191,-27160,3447,67350
3/31/2020,60089,Australia,ND,-1419,-8449,-656,116097,ND,23,-46080,2850,137026
3/31/2020,61689,NZealand,ND,-22,-725,155,11518,ND,183,-1489,-171,11381
3/31/2020,66666,EME,ND,-41092,-54748,5434,441721,ND,-8735,-307395,-7479,1269854
3/31/2020,69995,ForeignAll,ND,-102412,-189722,-12954,2852162,ND,-522,-1292392,-2387,7433816
3/31/2020,79995,IROTotal,ND,-10607,-571,14705,90452,ND,-19,-94,112,4
3/31/2020,99996,Total,ND,-113019,-197807,9069,2942508,ND,-541,-1286778,-7955,7433558
4/30/2020,10189,Austria,ND,-48,284,386,12023,ND,-6,1190,-141,8912
4/30/2020,10251,Belgium,ND,8797,75,-8083,8573,ND,153,2469,889,41822
4/30/2020,10502,Denmark,ND,-791,358,224,15552,ND,-131,7481,841,98771
4/30/2020,10707,Finland,ND,-290,347,-73,11758,ND,30,2603,243,34484
4/30/2020,10804,France,ND,-3801,4408,3752,168883,ND,-1488,15260,-1859,364722
4/30/2020,11002,Germany,ND,-8145,1437,6225,75131,ND,-108,26687,-734,311903
4/30/2020,11207,Greece,ND,-15,5,-141,3752,ND,13,390,-117,4590
4/30/2020,11401,Ireland,ND,443,2763,-5285,72429,ND,772,35274,29974,482955
4/30/2020,11509,Italy,ND,-242,355,87,40701,ND,-507,1302,-1724,72545
4/30/2020,11703,Luxembourg,ND,5340,3083,-7013,64266,ND,27,4151,3615,77598
4/30/2020,12009,Monaco,ND,-4,-7,11,0,ND,-41,3,36,48
4/30/2020,12106,Netherlands,ND,-1694,6582,1785,178572,ND,-822,22403,1405,295891
4/30/2020,12203,Norway,ND,4552,1028,-1959,27342,ND,150,2439,9,26195
4/30/2020,12319,Portugal,ND,94,57,347,3934,ND,22,104,436,7948
4/30/2020,12505,Spain,ND,-3187,612,5475,42314,ND,-292,805,-801,80902
4/30/2020,12602,Sweden,ND,109,1071,-2004,27821,ND,-416,7217,-1609,99137
4/30/2020,12688,Switzerland,ND,5780,1460,-2961,44533,ND,-1104,17772,5886,486607
4/30/2020,12807,Turkey,ND,-244,286,-685,11694,ND,-23,425,-544,9996
4/30/2020,13005,UK,ND,-521,14362,4423,404712,ND,-8274,39842,-27997,752333
4/30/2020,13006,Guernsey,ND,42,380,-54,10923,ND,52,1776,-1960,32169
4/30/2020,13007,Jersey,ND,-76,348,-119,7866,ND,-183,3649,6135,78916
4/30/2020,15288,CzechRep,ND,59,42,-148,1653,ND,-14,139,-40,1318
4/30/2020,15768,Poland,ND,-839,18,280,6292,ND,-4,572,58,6845
4/30/2020,16101,Russia,ND,-228,762,6,15562,ND,-69,5250,284,51400
4/30/2020,16713,EuroArea,ND,-2772,19853,-2464,681751,ND,-2113,112746,31034,1784589
4/30/2020,19992,EurTotal,ND,4028,37349,-2114,1292119,ND,-11904,200035,12635,3440917
4/30/2020,29998,Canada,ND,1358,15281,1486,392030,ND,-3923,51971,24934,500633
4/30/2020,30104,Argentina,ND,41,-1755,2417,18737,ND,-65,191,-159,1835
4/30/2020,30155,Barbados,ND,67,-8,13,1918,ND,9,0,-9,2
4/30/2020,30309,Brazil,ND,-2380,-816,1097,22136,ND,-552,4646,980,93223
4/30/2020,30406,Chile,ND,173,708,45,25343,ND,-145,1173,145,8849
4/30/2020,30503,Colombia,ND,1846,85,-1339,19690,ND,-12,179,-116,3425
4/30/2020,31704,Mexico,ND,-433,292,2623,72890,ND,-453,1885,464,46969
4/30/2020,31887,Panama,ND,3882,59,529,14323,ND,-2865,936,4323,7825
4/30/2020,32204,Peru,ND,27,241,1412,14216,ND,96,124,-219,2137
4/30/2020,32409,TrinidadTobago,ND,-107,-3,-6,522,ND,-10,0,10,0
4/30/2020,32603,Uruguay,ND,-428,31,384,5434,ND,-92,0,92,0
4/30/2020,32719,Venezuela,ND,-1,-181,-5,928,ND,12,0,-12,0
4/30/2020,34401,CaribTotal,ND,-11521,6220,10357,536867,ND,8249,133945,-68672,1721452
4/30/2020,35254,Aruba,ND,2,-1,-10,224,ND,6,0,-6,0
4/30/2020,35319,Bahamas,ND,1223,51,-1371,2242,ND,260,331,-480,6480
4/30/2020,35602,Bermuda,ND,-653,1400,-808,32674,ND,-639,12641,-7063,176302
4/30/2020,35807,BritishVI,ND,3088,828,-5439,15890,ND,88,3340,-4022,41447
4/30/2020,36137,Cayman,ND,-8568,8412,7148,475782,ND,8858,108226,-50996,1483682
4/30/2020,36188,Curacao,ND,-14,61,-25,1294,ND,-17,3305,-172,16492
4/30/2020,37206,NethAnt,ND,-4,63,12,4581,ND,-17,3305,1819,27033
4/30/2020,39001,CaribBanking,ND,-7208,9985,7197,541317,ND,5509,125440,-56656,1691826
4/30/2020,39942,LATotal,ND,2532,-2713,9094,201173,ND,-4105,9137,5530,164239
4/30/2020,41408,China,ND,-4080,116,4309,17564,ND,-52,12273,746,205734
4/30/2020,42005,HongKong,ND,345,288,-3,7415,ND,-314,10356,619,154868
4/30/2020,42102,India,ND,-1651,126,296,11059,ND,-986,20343,-184,145936
4/30/2020,42218,Indonesia,ND,-6,1754,139,32675,ND,-190,2602,-678,23803
4/30/2020,42501,Israel,ND,-90,-2164,4263,19981,ND,-510,4405,1759,47782
4/30/2020,42609,Japan,ND,34,4226,967,163542,ND,-1594,41336,235,802635
4/30/2020,43001,Korea,ND,-1296,441,2182,19419,ND,-2356,12874,2643,170510
4/30/2020,43419,Lebanon,ND,-56,-59,42,384,ND,0,1,-1,9
4/30/2020,43605,Malaysia,ND,98,355,1468,10053,ND,-246,788,188,16455
4/30/2020,44806,Philippines,ND,140,225,-306,5991,ND,-167,1306,-332,15375
4/30/2020,46019,Singapore,ND,186,467,-627,11376,ND,1636,3753,-1417,48935
4/30/2020,46302,Taiwan,ND,0,-8,20,94,ND,-596,24303,972,197127
4/30/2020,46418,Thailand,ND,-134,56,169,4929,ND,-166,3613,-529,26865
4/30/2020,46604,UAE,ND,-125,-1212,3818,12669,ND,-320,485,347,5597
4/30/2020,49999,AsiaTotal,ND,-4817,352,23155,357934,ND,-6221,140835,3917,1886491
4/30/2020,53201,Liberia,ND,-3,-284,260,1038,ND,0,2195,212,7232
4/30/2020,53805,Mauritius,ND,-8,-321,334,1343,ND,-405,1331,-1091,14708
4/30/2020,55719,SouthAfrica,ND,355,111,-707,9563,ND,-3,5064,315,48221
4/30/2020,57002,Egypt,ND,-243,293,313,5621,ND,35,271,-140,3002
4/30/2020,59994,AfricaTotal,ND,758,-5227,4625,32794,ND,470,10427,-3105,75143
4/30/2020,60089,Australia,ND,2847,5452,-5811,118585,ND,739,20944,2210,160919
4/30/2020,61689,NZealand,ND,-357,523,33,11717,ND,170,1164,-87,12628
4/30/2020,66666,EME,ND,-2813,-10707,35360,463561,ND,-8372,125449,5866,1392796
4/30/2020,69995,ForeignAll,ND,-5159,32345,65704,2945053,ND,-16520,570147,-21819,7965624
4/30/2020,79995,IROTotal,ND,-4063,-13060,19585,92913,ND,19,39,-60,2
4/30/2020,99996,Total,ND,-9222,43653,60925,3037863,ND,-16501,567332,-19324,7965065
5/31/2020,10189,Austria,ND,-14,153,-379,11782,ND,10,184,133,9239
5/31/2020,10251,Belgium,ND,14153,109,-14041,8793,ND,34,110,-298,41668
5/31/2020,10502,Denmark,ND,-362,190,44,15425,ND,-194,7305,236,106118
5/31/2020,10707,Finland,ND,-951,149,539,11494,ND,-50,3045,352,37832
5/31/2020,10804,France,ND,-4589,2101,3831,170227,ND,-30,16257,-814,380135
5/31/2020,11002,Germany,ND,-9893,778,10780,76796,ND,-380,24512,-171,335864
5/31/2020,11207,Greece,ND,-4,1,56,3805,ND,-18,211,81,4864
5/31/2020,11401,Ireland,ND,1030,924,-2841,71542,ND,1578,34792,-47461,471863
5/31/2020,11509,Italy,ND,214,827,26,41767,ND,-169,3705,686,76767
5/31/2020,11703,Luxembourg,ND,2085,816,-9171,57996,ND,-797,3397,1389,81587
5/31/2020,12009,Monaco,ND,3,3,-6,0,ND,-72,2,60,38
5/31/2020,12106,Netherlands,ND,-3528,2253,4481,181778,ND,-1864,21277,-705,314599
5/31/2020,12203,Norway,ND,-842,560,1090,28150,ND,-550,1080,1742,28467
5/31/2020,12319,Portugal,ND,-8,93,-8,4011,ND,-42,573,-134,8346
5/31/2020,12505,Spain,ND,-552,874,3370,46006,ND,-339,3460,795,84818
5/31/2020,12602,Sweden,ND,-2590,476,591,26298,ND,11,7414,1948,108510
5/31/2020,12688,Switzerland,ND,-1283,463,149,43862,ND,-902,12625,5213,503543
5/31/2020,12807,Turkey,ND,-234,259,-26,11693,ND,11,572,-814,9764
5/31/2020,13005,UK,ND,-9370,2156,15782,413280,ND,-2472,5134,11055,766049
5/31/2020,13006,Guernsey,ND,58,56,-396,10642,ND,46,227,1115,33557
5/31/2020,13007,Jersey,ND,129,51,120,8166,ND,117,533,3490,83055
5/31/2020,15288,CzechRep,ND,11,65,23,1753,ND,-14,54,-50,1308
5/31/2020,15768,Poland,ND,-300,158,147,6297,ND,24,561,-48,7381
5/31/2020,16101,Russia,ND,-118,785,230,16459,ND,-62,4083,-19,55402
5/31/2020,16713,EuroArea,ND,-2038,9208,-3427,685493,ND,-2048,111611,-45815,1848337
5/31/2020,19992,EurTotal,ND,-17633,15448,15347,1305281,ND,-6489,151756,-21616,3564568
5/31/2020,29998,Canada,ND,730,4480,1174,398414,ND,-6978,15356,19243,528254
5/31/2020,30104,Argentina,ND,256,5251,-3333,20912,ND,-251,334,179,2098
5/31/2020,30155,Barbados,ND,119,178,-296,1919,ND,38,0,-38,2
5/31/2020,30309,Brazil,ND,-112,230,-106,22149,ND,-588,7867,-820,99682
5/31/2020,30406,Chile,ND,-124,1309,678,27205,ND,-227,-642,79,8059
5/31/2020,30503,Colombia,ND,-229,1673,773,21907,ND,-32,72,-90,3374
5/31/2020,31704,Mexico,ND,313,7436,-3052,77587,ND,-587,2940,1083,50405
5/31/2020,31887,Panama,ND,-372,621,309,14881,ND,1596,-65,-1474,7881
5/31/2020,32204,Peru,ND,6,506,-116,14612,ND,-16,-51,81,2151
5/31/2020,32409,TrinidadTobago,ND,46,50,-103,516,ND,-7,0,7,0
5/31/2020,32603,Uruguay,ND,-124,323,69,5702,ND,-110,0,110,0
5/31/2020,32719,Venezuela,ND,-34,-283,114,726,ND,-20,0,21,1
5/31/2020,34401,CaribTotal,ND,1674,9038,-1727,545853,ND,-799,20346,33751,1774750
5/31/2020,35254,Aruba,ND,0,20,-16,228,ND,-5,0,5,0
5/31/2020,35319,Bahamas,ND,2675,14,-2720,2212,ND,168,197,-450,6395
5/31/2020,35602,Bermuda,ND,-373,405,1066,33771,ND,-918,5311,5478,186172
5/31/2020,35807,BritishVI,ND,1739,197,-2304,15522,ND,228,289,423,42388
5/31/2020,36137,Cayman,ND,1267,5269,1370,483688,ND,167,9959,30643,1524451
5/31/2020,36188,Curacao,ND,-48,16,25,1287,ND,-3,1619,-13,18095
5/31/2020,37206,NethAnt,ND,-45,16,0,4553,ND,-2,1619,1013,29663
5/31/2020,39001,CaribBanking,ND,1413,6325,1458,550513,ND,783,17020,34351,1743981
5/31/2020,39942,LATotal,ND,-525,18197,-5530,213315,ND,-267,10457,-776,173653
5/31/2020,41408,China,ND,-3749,-127,4285,17973,ND,-58,-1694,-3854,200127
5/31/2020,42005,HongKong,ND,864,88,-1186,7182,ND,-4905,-13885,5205,141283
5/31/2020,42102,India,ND,-275,-2,-673,10109,ND,-673,-4143,-1659,139461
5/31/2020,42218,Indonesia,ND,129,1358,413,34576,ND,-164,787,254,24680
5/31/2020,42501,Israel,ND,831,833,-1264,20381,ND,-75,4276,2249,54232
5/31/2020,42609,Japan,ND,-2795,100,2309,163156,ND,-356,47665,12,849956
5/31/2020,43001,Korea,ND,-405,45,-601,18458,ND,-1933,3819,-312,172083
5/31/2020,43419,Lebanon,ND,0,38,13,435,ND,-3,0,3,9
5/31/2020,43605,Malaysia,ND,212,-22,-165,10078,ND,-166,771,36,17096
5/31/2020,44806,Philippines,ND,462,67,131,6651,ND,-100,235,155,15665
5/31/2020,46019,Singapore,ND,365,108,127,11977,ND,-678,-2120,1187,47324
5/31/2020,46302,Taiwan,ND,-163,2,161,94,ND,-583,-4967,-3607,187969
5/31/2020,46418,Thailand,ND,-70,79,-67,4871,ND,-167,1156,-371,27483
5/31/2020,46604,UAE,ND,-606,522,1039,13624,ND,-199,245,-300,5343
5/31/2020,49999,AsiaTotal,ND,-5746,4665,5659,362512,ND,-11222,33031,-426,1907874
5/31/2020,53201,Liberia,ND,-1,73,965,2075,ND,5,790,-143,7884
5/31/2020,53805,Mauritius,ND,-14,86,-23,1392,ND,-23,86,-425,14345
5/31/2020,55719,SouthAfrica,ND,957,556,-790,10286,ND,-141,959,-239,48800
5/31/2020,57002,Egypt,ND,5,256,794,6677,ND,28,132,-198,2964
5/31/2020,59994,AfricaTotal,ND,1811,2321,76,37002,ND,-68,2077,-1160,75993
5/31/2020,60089,Australia,ND,-3164,1543,2023,118987,ND,-101,7109,2751,170677
5/31/2020,61689,NZealand,ND,-320,107,110,11613,ND,-52,386,425,13388
5/31/2020,66666,EME,ND,-2306,26351,-1730,485876,ND,-11242,3170,-3306,1381419
5/31/2020,69995,ForeignAll,ND,-23180,58184,15300,2995357,ND,-25975,241070,31004,8211722
5/31/2020,79995,IROTotal,ND,-9858,2802,8433,94290,ND,0,8,-8,2
5/31/2020,99996,Total,ND,-33038,58495,26226,3089546,ND,-25975,240142,31951,8211183
6/30/2020,10189,Austria,ND,-183,170,93,11863,ND,88,239,-160,9406
6/30/2020,10251,Belgium,ND,12341,120,-12073,9182,ND,97,2008,971,44744
6/30/2020,10502,Denmark,ND,517,211,-54,16099,ND,-481,2274,993,108904
6/30/2020,10707,Finland,ND,892,166,-348,12204,ND,-35,237,-84,37950
6/30/2020,10804,France,ND,-4353,2529,7198,175601,ND,-1195,21951,-1349,399543
6/30/2020,11002,Germany,ND,-6650,1021,8680,79847,ND,-996,18995,1063,354926
6/30/2020,11207,Greece,ND,7,2,768,4582,ND,19,-189,165,4859
6/30/2020,11401,Ireland,ND,335,1120,1237,74234,ND,-2839,13189,3789,486003
6/30/2020,11509,Italy,ND,-501,813,1571,43650,ND,174,5732,133,82806
6/30/2020,11703,Luxembourg,ND,1317,968,-1987,58295,ND,-48,3323,4634,89496
6/30/2020,12009,Monaco,ND,2,5,-7,0,ND,45,0,-68,15
6/30/2020,12106,Netherlands,ND,-1416,2789,2049,185200,ND,1180,22605,7610,345994
6/30/2020,12203,Norway,ND,558,393,-235,28866,ND,-631,-418,967,28385
6/30/2020,12319,Portugal,ND,-634,50,197,3624,ND,-90,44,141,8441
6/30/2020,12505,Spain,ND,-213,633,1258,47684,ND,-314,3444,-1301,86648
6/30/2020,12602,Sweden,ND,-772,394,2102,28022,ND,-107,3570,1891,113864
6/30/2020,12688,Switzerland,ND,2981,639,-2918,44564,ND,-941,15523,-1356,516770
6/30/2020,12807,Turkey,ND,-1624,315,1137,11521,ND,12,720,115,10611
6/30/2020,13005,UK,ND,867,4800,6252,425199,ND,2002,10070,-7221,770901
6/30/2020,13006,Guernsey,ND,-6,120,338,11094,ND,329,456,-1819,32523
6/30/2020,13007,Jersey,ND,-50,115,-81,8150,ND,-104,1080,2121,86152
6/30/2020,15288,CzechRep,ND,-135,31,94,1743,ND,-78,95,18,1343
6/30/2020,15768,Poland,ND,27,62,-478,5908,ND,-6,169,82,7626
6/30/2020,16101,Russia,ND,-73,-89,-161,16136,ND,-16,-1271,-1152,52963
6/30/2020,16713,EuroArea,ND,955,10557,8367,705372,ND,-4000,91656,16267,1952260
6/30/2020,19992,EurTotal,ND,3339,18782,13853,1341254,ND,-4560,123837,11461,3695305
6/30/2020,29998,Canada,ND,-7256,6158,9875,407190,ND,-7515,17927,11899,550565
6/30/2020,30104,Argentina,ND,-1328,1599,-58,21125,ND,-356,152,265,2159
6/30/2020,30155,Barbados,ND,37,44,-38,1963,ND,130,0,-130,2
6/30/2020,30309,Brazil,ND,3241,-23,-2824,22542,ND,-422,7307,2415,108982
6/30/2020,30406,Chile,ND,-32,332,42,27547,ND,-636,480,673,8575
6/30/2020,30503,Colombia,ND,-288,-96,991,22514,ND,-90,-25,142,3401
6/30/2020,31704,Mexico,ND,-1893,366,-296,75765,ND,-613,-89,944,50647
6/30/2020,31887,Panama,ND,-27,459,-250,15062,ND,-443,283,1061,8782
6/30/2020,32204,Peru,ND,-416,12,-500,13708,ND,126,44,-37,2284
6/30/2020,32409,TrinidadTobago,ND,452,12,-321,659,ND,-9,0,9,0
6/30/2020,32603,Uruguay,ND,-283,222,317,5959,ND,-130,0,130,0
6/30/2020,32719,Venezuela,ND,-71,16,129,800,ND,4,0,-4,1
6/30/2020,34401,CaribTotal,ND,3150,8703,1283,558989,ND,4800,58469,52959,1890978
6/30/2020,35254,Aruba,ND,-1,5,-3,229,ND,0,0,0,0
6/30/2020,35319,Bahamas,ND,5539,18,-5424,2345,ND,-434,158,312,6431
6/30/2020,35602,Bermuda,ND,1134,530,578,36013,ND,402,7917,-407,194084
6/30/2020,35807,BritishVI,ND,391,252,-395,15770,ND,-631,1328,1334,44419
6/30/2020,36137,Cayman,ND,-3516,5653,7900,493724,ND,4465,45886,56927,1631729
6/30/2020,36188,Curacao,ND,3,21,-25,1286,ND,-48,-78,-499,17470
6/30/2020,37206,NethAnt,ND,4,21,-33,4546,ND,-46,-78,-902,28636
6/30/2020,39001,CaribBanking,ND,2743,6681,3348,563285,ND,4575,54166,55900,1858621
6/30/2020,39942,LATotal,ND,-1163,3896,-3048,213000,ND,-2601,8153,5653,184858
6/30/2020,41408,China,ND,-1545,250,2791,19470,ND,83,16905,-4102,213012
6/30/2020,42005,HongKong,ND,2618,111,-2787,7124,ND,2740,14626,-5361,153287
6/30/2020,42102,India,ND,39,30,95,10273,ND,160,9363,5115,154099
6/30/2020,42218,Indonesia,ND,-12,785,447,35796,ND,-17,1470,379,26511
6/30/2020,42501,Israel,ND,197,822,-398,21002,ND,109,-149,742,54934
6/30/2020,42609,Japan,ND,-5130,949,5490,164465,ND,-4229,-1229,-3791,840707
6/30/2020,43001,Korea,ND,-2964,404,2852,18750,ND,-1633,13469,-1817,182103
6/30/2020,43419,Lebanon,ND,-65,-2,77,444,ND,0,0,0,9
6/30/2020,43605,Malaysia,ND,179,116,-112,10262,ND,-107,422,-259,17152
6/30/2020,44806,Philippines,ND,-31,28,193,6840,ND,-31,1235,-118,16752
6/30/2020,46019,Singapore,ND,-844,175,304,11611,ND,-2705,1675,2833,49127
6/30/2020,46302,Taiwan,ND,-364,3,350,83,ND,-816,16226,2281,205659
6/30/2020,46418,Thailand,ND,5,129,74,5079,ND,-168,571,-119,27767
6/30/2020,46604,UAE,ND,38,543,-231,13974,ND,-285,26,230,5314
6/30/2020,49999,AsiaTotal,ND,-7870,6046,9128,369816,ND,-7074,75061,-2594,1973267
6/30/2020,53201,Liberia,ND,2120,241,-1831,2605,ND,-8,-239,-36,7601
6/30/2020,53805,Mauritius,ND,16,145,-20,1533,ND,23,993,-713,14648
6/30/2020,55719,SouthAfrica,ND,1196,262,-1047,10697,ND,-55,5054,-186,53613
6/30/2020,57002,Egypt,ND,-22,48,-163,6539,ND,1,14,14,2993
6/30/2020,59994,AfricaTotal,ND,3478,3111,-4545,39046,ND,-47,6988,-2131,80802
6/30/2020,60089,Australia,ND,-732,2228,1358,121842,ND,-2362,11675,220,180211
6/30/2020,61689,NZealand,ND,-233,234,135,11750,ND,-17,1617,-282,14706
6/30/2020,66666,EME,ND,-2230,12422,-3363,492705,ND,-5581,91144,3781,1470763
6/30/2020,69995,ForeignAll,ND,-7309,54386,22515,3064949,ND,-19374,303580,75524,8571452
6/30/2020,79995,IROTotal,ND,-7466,5408,3076,95308,ND,-12,14,-2,2
6/30/2020,99996,Total,ND,-14775,54330,31071,3160172,ND,-19386,302124,76904,8570825
7/31/2020,10189,Austria,ND,-698,488,-75,11579,ND,24,-114,162,9478
7/31/2020,10251,Belgium,ND,9359,462,-9389,9614,ND,186,2307,962,48199
7/31/2020,10502,Denmark,ND,-112,680,-1183,15483,ND,604,10049,-205,119352
7/31/2020,10707,Finland,ND,59,433,-207,12489,ND,-10,2726,486,41152
7/31/2020,10804,France,ND,-7101,6619,4883,180001,ND,-1098,9711,1530,409686
7/31/2020,11002,Germany,ND,-8560,3467,11948,86702,ND,-1239,17205,113,371005
7/31/2020,11207,Greece,ND,-6,4,49,4628,ND,-8,230,-154,4927
7/31/2020,11401,Ireland,ND,3294,1924,-1305,78146,ND,-1285,42168,-5886,521000
7/31/2020,11509,Italy,ND,-909,2043,1030,45814,ND,-215,2746,-1096,84241
7/31/2020,11703,Luxembourg,ND,5428,1717,-5000,60440,ND,12,3465,-679,92294
7/31/2020,12009,Monaco,ND,11,1,-12,0,ND,2,0,0,17
7/31/2020,12106,Netherlands,ND,-2435,5702,1690,190157,ND,1357,15039,-4723,357668
7/31/2020,12203,Norway,ND,-430,992,-230,29198,ND,-217,2710,335,31213
7/31/2020,12319,Portugal,ND,15,158,-88,3709,ND,-11,152,-30,8552
7/31/2020,12505,Spain,ND,-314,2173,2655,52198,ND,-572,113,1845,88033
7/31/2020,12602,Sweden,ND,276,990,-2422,26866,ND,-249,11000,1911,126526
7/31/2020,12688,Switzerland,ND,-409,1254,1214,46623,ND,55,21170,-2714,535280
7/31/2020,12807,Turkey,ND,-54,-378,-106,10983,ND,-27,-928,207,9863
7/31/2020,13005,UK,ND,-7637,14869,7046,439477,ND,-8199,9107,13098,784907
7/31/2020,13006,Guernsey,ND,-20,376,-1511,9939,ND,-144,397,494,33270
7/31/2020,13007,Jersey,ND,-253,346,-164,8079,ND,-273,1007,4191,91077
7/31/2020,15288,CzechRep,ND,-12,103,-2,1832,ND,-59,-39,60,1304
7/31/2020,15768,Poland,ND,504,229,-576,6065,ND,-5,483,29,8133
7/31/2020,16101,Russia,ND,-13,-284,320,16159,ND,-1,135,101,53197
7/31/2020,16713,EuroArea,ND,-1822,25342,6283,735175,ND,-2991,95837,-7352,2037754
7/31/2020,19992,EurTotal,ND,-9441,45036,9510,1386359,ND,-10518,151123,9162,3845072
7/31/2020,29998,Canada,ND,-8007,9919,-2111,406991,ND,-5127,31866,12886,590189
7/31/2020,30104,Argentina,ND,-685,566,723,21729,ND,-228,248,145,2323
7/31/2020,30155,Barbados,ND,108,127,-202,1996,ND,24,0,-25,1
7/31/2020,30309,Brazil,ND,-744,1363,-639,22522,ND,-694,15242,-2254,121277
7/31/2020,30406,Chile,ND,270,1489,-245,29061,ND,139,895,-418,9192
7/31/2020,30503,Colombia,ND,-127,1068,319,23774,ND,-33,160,-47,3481
7/31/2020,31704,Mexico,ND,-574,3840,-623,78407,ND,-382,1298,286,51850
7/31/2020,31887,Panama,ND,683,858,-646,15957,ND,58,-1129,-327,7384
7/31/2020,32204,Peru,ND,527,524,-236,14523,ND,12,75,1755,4126
7/31/2020,32409,TrinidadTobago,ND,-119,44,74,658,ND,-2,0,2,0
7/31/2020,32603,Uruguay,ND,-391,390,679,6637,ND,-159,0,159,0
7/31/2020,32719,Venezuela,ND,-1308,11,1471,974,ND,-5,0,5,1
7/31/2020,34401,CaribTotal,ND,5748,7037,-1139,570635,ND,4789,55302,36831,1987900
7/31/2020,35254,Aruba,ND,0,15,-17,227,ND,-2,0,2,0
7/31/2020,35319,Bahamas,ND,6389,29,-6449,2314,ND,-289,125,170,6438
7/31/2020,35602,Bermuda,ND,1078,894,-433,37552,ND,780,8178,-6153,196889
7/31/2020,35807,BritishVI,ND,-325,450,2741,18636,ND,-20,1216,-2934,42681
7/31/2020,36137,Cayman,ND,-1524,3259,5211,500671,ND,4375,42935,49788,1728827
7/31/2020,36188,Curacao,ND,-129,37,96,1290,ND,-16,-238,-135,17081
7/31/2020,37206,NethAnt,ND,-124,38,100,4560,ND,-16,-238,-383,27999
7/31/2020,39001,CaribBanking,ND,6827,5079,245,575435,ND,4928,49872,38879,1952301
7/31/2020,39942,LATotal,ND,-2590,11029,533,221972,ND,-1340,16795,-655,199658
7/31/2020,41408,China,ND,2391,291,-67,22085,ND,-1136,19162,-1302,229736
7/31/2020,42005,HongKong,ND,-580,184,61,6789,ND,-2912,-1296,1883,150962
7/31/2020,42102,India,ND,-49,66,-105,10185,ND,-221,15493,-2084,167287
7/31/2020,42218,Indonesia,ND,147,708,743,37394,ND,-313,1133,107,27438
7/31/2020,42501,Israel,ND,128,785,-323,21592,ND,-93,3578,68,58488
7/31/2020,42609,Japan,ND,257,3913,12647,181282,ND,-415,-13375,6226,833143
7/31/2020,43001,Korea,ND,-180,386,365,19321,ND,-1598,13181,2306,195991
7/31/2020,43419,Lebanon,ND,0,-11,-4,429,ND,0,0,0,9
7/31/2020,43605,Malaysia,ND,163,366,-349,10441,ND,-209,1416,155,18513
7/31/2020,44806,Philippines,ND,-28,264,373,7449,ND,-76,-485,-85,16106
7/31/2020,46019,Singapore,ND,-134,299,-288,11488,ND,-4448,-116,5078,49640
7/31/2020,46302,Taiwan,ND,-278,2,278,85,ND,-1482,30718,12516,247411
7/31/2020,46418,Thailand,ND,66,-53,96,5188,ND,37,-812,-410,26582
7/31/2020,46604,UAE,ND,-28,516,225,14686,ND,-362,53,-102,4903
7/31/2020,49999,AsiaTotal,ND,1550,9274,13680,394319,ND,-13260,69395,23859,2053260
7/31/2020,53201,Liberia,ND,0,138,-209,2534,ND,0,-241,-148,7212
7/31/2020,53805,Mauritius,ND,2,73,-85,1523,ND,51,1227,-358,15569
7/31/2020,55719,SouthAfrica,ND,530,212,-203,11235,ND,85,3204,513,57415
7/31/2020,57002,Egypt,ND,0,45,-160,6424,ND,-8,30,-76,2939
7/31/2020,59994,AfricaTotal,ND,475,1639,-1458,39703,ND,10,5652,-1427,85038
7/31/2020,60089,Australia,ND,4837,3498,-9642,120534,ND,335,8077,-546,188077
7/31/2020,61689,NZealand,ND,190,344,-452,11831,ND,52,790,-223,15326
7/31/2020,66666,EME,ND,-397,17699,-256,509751,ND,-14267,104868,15946,1577310
7/31/2020,69995,ForeignAll,ND,-7253,87357,9842,3154895,ND,-25079,339222,78989,8964584
7/31/2020,79995,IROTotal,ND,-5132,2380,3342,95897,ND,-3,12,-9,2
7/31/2020,99996,Total,ND,-12385,89811,13142,3250740,ND,-25082,338220,79897,8963860
8/31/2020,10189,Austria,ND,-557,-45,518,11495,ND,-53,518,-39,9904
8/31/2020,10251,Belgium,ND,6563,31,-6914,9294,ND,63,721,-251,48731
8/31/2020,10502,Denmark,ND,142,-55,1727,17297,ND,-88,4861,335,124460
8/31/2020,10707,Finland,ND,-28,-82,685,13064,ND,2,3445,-672,43927
8/31/2020,10804,France,ND,-1260,-1029,1173,178885,ND,81,19527,-7124,422171
8/31/2020,11002,Germany,ND,-1343,-212,-1796,83351,ND,-1152,23214,-3373,389694
