date,country_code,country_name,us_bond_survey_pos,us_bond_adj_net_flow,us_bond_adj_val_chg,us_bond_monthly_gap,us_bond_est_pos,us_stk_survey_pos,us_stk_adj_net_flow,us_stk_adj_val_chg,us_stk_monthly_gap,us_stk_est_pos
5/31/2016,39001,CaribBanking,ND,-6625,-290,15576,375947,ND,-4142,-4770,25630,1184684
5/31/2016,39942,LATotal,ND,-3781,-5026,-664,216483,ND,37,-19446,909,173521
5/31/2016,41408,China,ND,-750,-3,578,2164,ND,461,-1001,-3589,90679
5/31/2016,42005,HongKong,ND,-4912,-20,4619,3247,ND,-2311,-2276,1565,123429
5/31/2016,42102,India,ND,-431,-42,450,9815,ND,593,2065,2924,123052
5/31/2016,42218,Indonesia,ND,-70,-394,-631,23640,ND,118,-1271,208,27397
5/31/2016,42501,Israel,ND,-203,98,-173,17133,ND,-129,-2945,2183,55983
5/31/2016,42609,Japan,ND,-3520,-2362,2527,90831,ND,-1364,-6850,1913,663569
5/31/2016,43001,Korea,ND,-1109,-587,922,24686,ND,202,-6841,1499,140602
5/31/2016,43419,Lebanon,ND,-6,3,13,1015,ND,5,-5,0,76
5/31/2016,43605,Malaysia,ND,56,-465,-76,10613,ND,34,-1765,79,20853
5/31/2016,44806,Philippines,ND,987,-10,558,7926,ND,-70,729,251,17733
5/31/2016,46019,Singapore,ND,-363,-105,355,8373,ND,-535,-4444,6054,90529
5/31/2016,46302,Taiwan,ND,-449,0,455,83,ND,345,1960,775,114666
5/31/2016,46418,Thailand,ND,40,-46,-109,2705,ND,-51,27,96,30558
5/31/2016,46604,UAE,ND,-577,18,1101,3602,ND,-2,-470,9,6217
5/31/2016,49999,AsiaTotal,ND,-11005,-3938,10488,217757,ND,-2873,-23369,14262,1513366
5/31/2016,53201,Liberia,ND,-2,-18,8,1326,ND,1,-1,333,10017
5/31/2016,53805,Mauritius,ND,5,-3,-6,181,ND,-57,-387,821,10649
5/31/2016,55719,SouthAfrica,ND,384,-600,-629,8994,ND,30,-6162,-445,58667
5/31/2016,57002,Egypt,ND,-5,-12,2,318,ND,-1,-188,81,2606
5/31/2016,59994,AfricaTotal,ND,596,-804,-982,21838,ND,90,-7323,1366,85193
5/31/2016,60089,Australia,ND,1978,-1064,-426,116830,ND,558,-4721,199,146454
5/31/2016,61689,NZealand,ND,2,-194,331,11717,ND,54,-17,-29,7901
5/31/2016,66666,EME,ND,-11525,-8205,7789,404452,ND,-1116,-49545,15672,1176597
5/31/2016,69995,ForeignAll,ND,-20556,-22947,31409,2343766,ND,6256,-104692,64714,6815963
5/31/2016,79995,IROTotal,ND,-6656,-498,5830,59247,ND,-80,-10,98,38
5/31/2016,99996,Total,ND,-27212,-23477,37194,2403019,ND,6176,-104064,64175,6816049
6/30/2016,10189,Austria,ND,-596,87,636,7622,ND,28,-836,-70,9689
6/30/2016,10251,Belgium,ND,7524,84,-7408,8059,ND,281,-568,-489,55105
6/30/2016,10502,Denmark,ND,666,110,403,10964,ND,399,-3379,376,77568
6/30/2016,10707,Finland,ND,110,59,-91,4359,ND,118,-762,-122,33399
6/30/2016,10804,France,ND,-1193,1639,281,122338,ND,-552,-20833,3113,315965
6/30/2016,11002,Germany,ND,-7492,840,4824,72741,ND,514,-15841,4279,260683
6/30/2016,11207,Greece,ND,13,1,-57,2840,ND,2,-1392,370,4443
6/30/2016,11401,Ireland,ND,1670,889,-7808,54027,ND,16353,-46280,26304,398294
6/30/2016,11509,Italy,ND,-197,138,-243,31012,ND,191,-6366,-198,58910
6/30/2016,11703,Luxembourg,ND,5214,1528,-6042,79674,ND,595,-2005,2009,43861
6/30/2016,12009,Monaco,ND,7,0,-7,0,ND,-7,0,5,11
6/30/2016,12106,Netherlands,ND,-1908,2289,4478,148379,ND,-509,-16223,4747,239845
6/30/2016,12203,Norway,ND,1452,424,-828,25987,ND,65,-485,55,23751
6/30/2016,12319,Portugal,ND,20,23,-88,4585,ND,-12,-173,-233,7319
6/30/2016,12505,Spain,ND,-3132,212,2668,20472,ND,62,-9171,1919,82233
6/30/2016,12602,Sweden,ND,-69,438,-1242,28397,ND,97,-3753,828,81673
6/30/2016,12688,Switzerland,ND,49,424,465,14575,ND,-245,-2425,16651,406390
6/30/2016,12807,Turkey,ND,80,654,95,17841,ND,144,325,-440,19041
6/30/2016,13005,UK,ND,-2180,62,1220,299294,ND,6192,-35695,-4702,879695
6/30/2016,13006,Guernsey,ND,-1978,2,2768,12592,ND,-303,-1147,-49,28213
6/30/2016,13007,Jersey,ND,-123,3,-434,13245,ND,-31,-3280,3645,85546
6/30/2016,15288,CzechRep,ND,-38,1,41,736,ND,62,-116,-113,1768
6/30/2016,15768,Poland,ND,78,-8,115,13060,ND,174,-270,-103,8025
6/30/2016,16101,Russia,ND,74,247,425,9332,ND,31,670,308,39926
6/30/2016,16713,EuroArea,ND,129,7930,-8815,556205,ND,17073,-120540,41528,1509563
6/30/2016,19992,EurTotal,ND,1916,10804,-9765,1042996,ND,24491,-170224,56949,3171036
6/30/2016,29998,Canada,ND,2444,5370,-3688,341714,ND,6996,471,14047,398569
6/30/2016,30104,Argentina,ND,534,212,-163,17767,ND,104,96,52,3416
6/30/2016,30155,Barbados,ND,20,170,-148,2942,ND,-357,0,355,2
6/30/2016,30309,Brazil,ND,955,4539,824,48902,ND,-98,15252,24,94144
6/30/2016,30406,Chile,ND,-584,435,45,15224,ND,39,627,49,10591
6/30/2016,30503,Colombia,ND,205,1151,-524,17401,ND,15,467,-98,5516
6/30/2016,31704,Mexico,ND,811,2798,-797,96377,ND,139,599,2410,59324
6/30/2016,31887,Panama,ND,-33,279,-156,7647,ND,-245,-988,21,16967
6/30/2016,32204,Peru,ND,59,412,-220,8570,ND,-26,193,87,1922
6/30/2016,32409,TrinidadTobago,ND,3,38,-67,626,ND,18,0,-18,0
6/30/2016,32603,Uruguay,ND,-684,140,623,3605,ND,53,7,-78,42
6/30/2016,32719,Venezuela,ND,-37,579,-61,5827,ND,21,26,-70,92
6/30/2016,34401,CaribTotal,ND,-2192,5038,558,382610,ND,6537,-1762,-15166,1228868
6/30/2016,35254,Aruba,ND,1,9,17,176,ND,0,0,0,0
6/30/2016,35319,Bahamas,ND,-22,16,-100,913,ND,187,-164,92,6164
6/30/2016,35602,Bermuda,ND,692,516,-175,29801,ND,691,-3392,-5047,179888
6/30/2016,35807,BritishVI,ND,527,204,-700,10698,ND,14,66,307,48318
6/30/2016,36137,Cayman,ND,-2291,2254,2307,329632,ND,5413,1267,-12893,913469
6/30/2016,36188,Curacao,ND,-9,64,116,3474,ND,29,2749,171,80965
6/30/2016,37206,NethAnt,ND,-27,65,400,6310,ND,30,2855,-1773,69420
6/30/2016,39001,CaribBanking,ND,-2208,3130,2670,379539,ND,6062,-422,-17498,1172826
6/30/2016,39942,LATotal,ND,1237,11117,-1261,227576,ND,34,16306,2358,192219
6/30/2016,41408,China,ND,-1445,14,1329,2062,ND,281,-498,79,90541
6/30/2016,42005,HongKong,ND,-896,71,917,3339,ND,-1358,591,247,122910
6/30/2016,42102,India,ND,89,11,-99,9817,ND,184,1267,-692,123811
6/30/2016,42218,Indonesia,ND,809,827,250,25526,ND,239,2511,-170,29977
6/30/2016,42501,Israel,ND,-515,-138,1162,17642,ND,-132,-843,-461,54547
6/30/2016,42609,Japan,ND,-7933,5716,12307,100922,ND,-911,-17199,8201,653660
6/30/2016,43001,Korea,ND,-1134,746,440,24738,ND,299,5632,198,146731
6/30/2016,43419,Lebanon,ND,24,-14,-37,989,ND,14,0,-12,78
6/30/2016,43605,Malaysia,ND,-105,321,141,10970,ND,0,820,-564,21110
6/30/2016,44806,Philippines,ND,425,76,-1511,6916,ND,43,810,370,18956
6/30/2016,46019,Singapore,ND,-142,181,-24,8389,ND,-749,3949,-967,92763
6/30/2016,46302,Taiwan,ND,146,2,-149,82,ND,192,3783,1118,119759
6/30/2016,46418,Thailand,ND,260,38,-156,2848,ND,175,596,49,31378
6/30/2016,46604,UAE,ND,439,-31,-205,3805,ND,472,-18,-292,6379
6/30/2016,49999,AsiaTotal,ND,-9778,8003,15519,231501,ND,-1321,1603,7223,1520871
6/30/2016,53201,Liberia,ND,-212,45,-82,1078,ND,5,-1319,-145,8558
6/30/2016,53805,Mauritius,ND,-1,6,-26,160,ND,-149,337,-212,10626
6/30/2016,55719,SouthAfrica,ND,263,608,47,9912,ND,-18,4422,2600,65671
6/30/2016,57002,Egypt,ND,3,4,-4,321,ND,1,-7,-127,2472
6/30/2016,59994,AfricaTotal,ND,204,1084,-695,22431,ND,155,3920,871,90139
6/30/2016,60089,Australia,ND,-3087,2310,-1542,114511,ND,18,-163,2765,149074
6/30/2016,61689,NZealand,ND,2582,401,-2701,11999,ND,-21,265,30,8175
6/30/2016,66666,EME,ND,-210,15382,1932,421555,ND,190,39638,1903,1218329
6/30/2016,69995,ForeignAll,ND,-6675,45640,-5056,2377674,ND,36881,-149871,68616,6771589
6/30/2016,79995,IROTotal,ND,5013,1978,-6204,60034,ND,-6,-9,24,47
6/30/2016,99996,Total,ND,-1662,45704,-9382,2437678,ND,36875,-149858,68631,6771697
7/31/2016,10189,Austria,ND,-55,77,316,7960,ND,24,742,147,10603
7/31/2016,10251,Belgium,ND,11620,73,-12376,7376,ND,84,872,-4972,51088
7/31/2016,10502,Denmark,ND,-744,70,1194,11485,ND,36,3371,386,81360
7/31/2016,10707,Finland,ND,1430,48,-1253,4583,ND,72,1742,560,35773
7/31/2016,10804,France,ND,-9170,1246,6372,120786,ND,1577,17330,-5157,329715
7/31/2016,11002,Germany,ND,-9927,625,3508,66947,ND,-618,19338,797,280200
7/31/2016,11207,Greece,ND,-7,1,135,2969,ND,-29,275,5,4694
7/31/2016,11401,Ireland,ND,4344,525,267,59163,ND,1625,15928,-10467,405380
7/31/2016,11509,Italy,ND,-915,274,390,30761,ND,177,2518,628,62233
7/31/2016,11703,Luxembourg,ND,3305,915,-2733,81160,ND,-741,1788,1387,46294
7/31/2016,12009,Monaco,ND,25,0,-25,0,ND,-10,0,10,11
7/31/2016,12106,Netherlands,ND,-621,1619,10059,159436,ND,-622,11737,3839,254799
7/31/2016,12203,Norway,ND,382,239,-573,26035,ND,30,-113,53,23721
7/31/2016,12319,Portugal,ND,-16,51,-8,4612,ND,-65,422,42,7717
7/31/2016,12505,Spain,ND,-476,212,997,21205,ND,87,4881,-3020,84181
7/31/2016,12602,Sweden,ND,-1782,258,975,27848,ND,-11,3052,-800,83915
7/31/2016,12688,Switzerland,ND,-993,188,1254,15024,ND,380,9479,-877,415372
7/31/2016,12807,Turkey,ND,503,-602,-488,17255,ND,26,-1095,-224,17748
7/31/2016,13005,UK,ND,-11113,2284,7307,297772,ND,-692,23744,3559,906306
7/31/2016,13006,Guernsey,ND,39,80,-282,12429,ND,-451,753,10,28525
7/31/2016,13007,Jersey,ND,-99,101,254,13501,ND,47,2278,681,88552
7/31/2016,15288,CzechRep,ND,-489,7,487,741,ND,17,145,2,1932
7/31/2016,15768,Poland,ND,-36,222,166,13412,ND,2,176,292,8495
7/31/2016,16101,Russia,ND,100,-141,158,9448,ND,-11,-162,724,40478
7/31/2016,16713,EuroArea,ND,-417,5685,5544,567017,ND,1556,77648,-16177,1572590
7/31/2016,19992,EurTotal,ND,-14482,8347,16972,1053833,ND,1650,119575,-12803,3279458
7/31/2016,29998,Canada,ND,-13047,2860,6281,337808,ND,-440,12679,3235,414043
7/31/2016,30104,Argentina,ND,803,95,424,19089,ND,216,-18,-240,3374
7/31/2016,30155,Barbados,ND,32,46,-62,2959,ND,179,0,-179,1
7/31/2016,30309,Brazil,ND,3505,203,-4548,48062,ND,485,9226,149,104005
7/31/2016,30406,Chile,ND,428,353,-97,15908,ND,101,314,195,11201
7/31/2016,30503,Colombia,ND,330,-339,421,17813,ND,61,-331,-128,5118
7/31/2016,31704,Mexico,ND,-401,-132,-405,95440,ND,84,-244,338,59502
7/31/2016,31887,Panama,ND,-73,124,271,7969,ND,13,929,-10,17900
7/31/2016,32204,Peru,ND,-367,76,389,8668,ND,21,113,124,2179
7/31/2016,32409,TrinidadTobago,ND,8,10,-45,599,ND,4,0,-4,0
7/31/2016,32603,Uruguay,ND,-609,67,956,4020,ND,28,2,-24,48
7/31/2016,32719,Venezuela,ND,9,323,-186,5973,ND,9,11,-32,80
7/31/2016,34401,CaribTotal,ND,-5680,1641,9913,388484,ND,-1690,44625,-11360,1260444
7/31/2016,35254,Aruba,ND,1,3,-1,179,ND,0,0,0,0
7/31/2016,35319,Bahamas,ND,-1540,9,1480,862,ND,-398,250,4,6021
7/31/2016,35602,Bermuda,ND,952,311,-164,30900,ND,-764,8503,14220,201847
7/31/2016,35807,BritishVI,ND,250,121,-373,10697,ND,562,1497,-989,49389
7/31/2016,36137,Cayman,ND,-5098,559,9243,334336,ND,214,28325,-21562,920447
7/31/2016,36188,Curacao,ND,-210,40,97,3401,ND,-81,1432,-29,82287
7/31/2016,37206,NethAnt,ND,-208,40,145,6287,ND,-81,1487,-1770,69055
7/31/2016,39001,CaribBanking,ND,-6217,1044,11235,385600,ND,-1578,39495,-8257,1202486
7/31/2016,39942,LATotal,ND,4490,963,-3219,229810,ND,1036,10016,384,203654
7/31/2016,41408,China,ND,-487,12,446,2033,ND,149,3168,1480,95338
7/31/2016,42005,HongKong,ND,-931,45,977,3430,ND,-276,8284,-667,130251
7/31/2016,42102,India,ND,-14,66,316,10184,ND,-322,6713,908,131110
7/31/2016,42218,Indonesia,ND,64,606,836,27032,ND,217,1734,433,32362
7/31/2016,42501,Israel,ND,-21,83,225,17929,ND,-140,3159,-531,57034
7/31/2016,42609,Japan,ND,-3180,220,-7095,90866,ND,-2552,42283,-3790,689602
7/31/2016,43001,Korea,ND,1238,483,-1460,24999,ND,-634,8978,890,155965
7/31/2016,43419,Lebanon,ND,68,5,288,1350,ND,2,1,-4,78
7/31/2016,43605,Malaysia,ND,-497,56,988,11517,ND,118,-185,28,21071
7/31/2016,44806,Philippines,ND,77,66,74,7134,ND,36,396,-717,18671
7/31/2016,46019,Singapore,ND,-211,75,-13,8240,ND,445,75,2673,95956
7/31/2016,46302,Taiwan,ND,-49,2,35,69,ND,63,6655,674,127151
7/31/2016,46418,Thailand,ND,-112,22,348,3106,ND,353,2291,-630,33392
7/31/2016,46604,UAE,ND,-64,19,13,3773,ND,-34,83,479,6907
7/31/2016,49999,AsiaTotal,ND,-3961,2042,-3933,225649,ND,-2900,84063,1664,1603698
7/31/2016,53201,Liberia,ND,-2,20,-17,1079,ND,32,670,60,9320
7/31/2016,53805,Mauritius,ND,-4,3,13,172,ND,7,477,-257,10853
7/31/2016,55719,SouthAfrica,ND,349,447,-62,10646,ND,-52,5780,933,72332
7/31/2016,57002,Egypt,ND,-15,18,27,351,ND,-1,32,337,2840
7/31/2016,59994,AfricaTotal,ND,130,719,120,23400,ND,-18,7619,404,98144
7/31/2016,60089,Australia,ND,-2280,1492,758,114481,ND,690,12162,610,162536
7/31/2016,61689,NZealand,ND,829,153,-627,12354,ND,-34,843,-52,8931
7/31/2016,66666,EME,ND,3917,2990,386,428849,ND,704,58479,7036,1284548
7/31/2016,69995,ForeignAll,ND,-33991,18042,26532,2388257,ND,-1708,292297,-17141,7045038
7/31/2016,79995,IROTotal,ND,1898,707,-279,62360,ND,19,24,-29,61
7/31/2016,99996,Total,ND,-32093,18770,26266,2450621,ND,-1689,290763,-15583,7045188
8/31/2016,10189,Austria,ND,-307,-31,33,7654,ND,22,258,-99,10783
8/31/2016,10251,Belgium,ND,5023,-35,-4827,7537,ND,12,-373,-376,50351
8/31/2016,10502,Denmark,ND,1222,-57,-745,11905,ND,-36,-5390,-1914,74020
8/31/2016,10707,Finland,ND,1120,-14,-1172,4517,ND,-100,-516,658,35815
8/31/2016,10804,France,ND,-1941,-337,2213,120722,ND,468,-1684,2633,331132
8/31/2016,11002,Germany,ND,988,-270,-822,66843,ND,-532,5638,-42,285265
8/31/2016,11207,Greece,ND,-144,0,-39,2786,ND,-6,12,55,4755
8/31/2016,11401,Ireland,ND,47,-31,-488,58691,ND,-1649,21937,-21957,403712
8/31/2016,11509,Italy,ND,-305,-99,-909,29448,ND,31,449,179,62892
8/31/2016,11703,Luxembourg,ND,2943,-95,-2488,81519,ND,377,4,3404,50079
8/31/2016,12009,Monaco,ND,7,0,-7,0,ND,-17,1,18,13
8/31/2016,12106,Netherlands,ND,-857,-195,3023,161407,ND,-828,5996,-2628,257340
8/31/2016,12203,Norway,ND,-13,3,158,26182,ND,-93,455,17,24099
8/31/2016,12319,Portugal,ND,30,-28,-99,4515,ND,5,18,-1,7739
8/31/2016,12505,Spain,ND,-348,-76,-245,20536,ND,-63,1109,-772,84454
8/31/2016,12602,Sweden,ND,382,-44,-744,27442,ND,-298,1313,1998,86928
8/31/2016,12688,Switzerland,ND,-486,-141,588,14985,ND,270,-2683,-925,412034
8/31/2016,12807,Turkey,ND,-68,255,431,17873,ND,13,247,83,18091
8/31/2016,13005,UK,ND,-10411,-840,10597,297118,ND,-1026,-5779,16028,915529
8/31/2016,13006,Guernsey,ND,26,-30,-548,11876,ND,-615,-180,1540,29270
8/31/2016,13007,Jersey,ND,-984,-38,2440,14919,ND,-24,-558,-1004,86966
8/31/2016,15288,CzechRep,ND,0,-1,86,826,ND,2,-197,17,1753
8/31/2016,15768,Poland,ND,16,-18,249,13659,ND,-14,153,205,8839
8/31/2016,16101,Russia,ND,-302,135,493,9773,ND,46,1002,585,42111
8/31/2016,16713,EuroArea,ND,6272,-1182,-5577,566530,ND,-2237,32851,-19186,1584018
8/31/2016,19992,EurTotal,ND,-3520,-1626,5889,1054575,ND,-2727,21388,-3441,3294678
8/31/2016,29998,Canada,ND,-939,-499,-114,336257,ND,-656,807,-3438,410756
8/31/2016,30104,Argentina,ND,-447,475,274,19390,ND,47,-90,91,3423
8/31/2016,30155,Barbados,ND,-25,83,-33,2984,ND,-4,0,4,1
8/31/2016,30309,Brazil,ND,-4674,561,2652,46600,ND,288,569,-61,104800
8/31/2016,30406,Chile,ND,559,-136,-770,15562,ND,16,-468,157,10907
8/31/2016,30503,Colombia,ND,-60,619,1010,19383,ND,53,487,50,5708
8/31/2016,31704,Mexico,ND,-650,1447,882,97119,ND,341,676,412,60931
8/31/2016,31887,Panama,ND,1,146,-49,8067,ND,-272,367,800,18795
8/31/2016,32204,Peru,ND,86,182,-121,8814,ND,-30,-101,-113,1935
8/31/2016,32409,TrinidadTobago,ND,-180,17,369,805,ND,-6,0,6,0
8/31/2016,32603,Uruguay,ND,-460,112,431,4103,ND,-73,0,74,49
8/31/2016,32719,Venezuela,ND,0,127,45,6145,ND,20,1,-19,82
8/31/2016,34401,CaribTotal,ND,-1321,922,2156,390241,ND,-2999,98,46021,1303564
8/31/2016,35254,Aruba,ND,-5,5,24,203,ND,0,0,0,0
8/31/2016,35319,Bahamas,ND,-952,-1,937,845,ND,-687,-9,603,5928
8/31/2016,35602,Bermuda,ND,-1242,-32,1061,30687,ND,-388,759,4441,206659
8/31/2016,35807,BritishVI,ND,470,-12,-270,10885,ND,-114,42,410,49727
8/31/2016,36137,Cayman,ND,609,54,602,335601,ND,-2076,779,40762,959912
8/31/2016,36188,Curacao,ND,108,-4,67,3572,ND,50,-1515,137,80958
8/31/2016,37206,NethAnt,ND,108,-4,344,6736,ND,50,-1573,-1080,66452
8/31/2016,39001,CaribBanking,ND,-1946,163,3363,387180,ND,-3259,323,43392,1242942
8/31/2016,39942,LATotal,ND,-5890,3815,4539,232274,ND,422,1443,1351,206871
8/31/2016,41408,China,ND,-1509,6,1316,1846,ND,59,7348,64,102810
8/31/2016,42005,HongKong,ND,-1163,-2,1219,3483,ND,4809,892,-3809,132143
8/31/2016,42102,India,ND,-63,28,453,10602,ND,75,1352,1732,134269
8/31/2016,42218,Indonesia,ND,-22,24,176,27211,ND,-22,469,746,33555
8/31/2016,42501,Israel,ND,-61,180,-333,17715,ND,-114,-2191,672,55402
8/31/2016,42609,Japan,ND,-2390,-883,4691,92285,ND,-220,2407,-2489,689300
8/31/2016,43001,Korea,ND,-2263,-21,1930,24645,ND,-916,4961,774,160785
8/31/2016,43419,Lebanon,ND,154,3,380,1886,ND,2,1,-4,77
8/31/2016,43605,Malaysia,ND,159,65,154,11896,ND,164,406,-105,21535
8/31/2016,44806,Philippines,ND,1802,2,-1629,7309,ND,-9,-366,1324,19619
8/31/2016,46019,Singapore,ND,51,-34,253,8509,ND,1327,-3355,5549,99477
8/31/2016,46302,Taiwan,ND,-256,0,264,77,ND,321,1504,1399,130376
8/31/2016,46418,Thailand,ND,-33,14,179,3266,ND,176,1017,1017,35602
8/31/2016,46604,UAE,ND,-55,40,100,3858,ND,4,120,20,7052
8/31/2016,49999,AsiaTotal,ND,-6148,-484,9597,228614,ND,5391,14843,7527,1631459
8/31/2016,53201,Liberia,ND,-3,19,4,1098,ND,0,-170,-4,9146
8/31/2016,53805,Mauritius,ND,-3,3,55,227,ND,-456,237,298,10932
8/31/2016,55719,SouthAfrica,ND,-37,-378,378,10609,ND,17,-5623,753,67480
8/31/2016,57002,Egypt,ND,55,3,19,427,ND,-4,49,8,2893
8/31/2016,59994,AfricaTotal,ND,-50,-135,906,24121,ND,502,-5177,-221,93247
8/31/2016,60089,Australia,ND,497,-216,876,115637,ND,-60,-5467,1154,158162
8/31/2016,61689,NZealand,ND,-33,22,-67,12276,ND,-9,188,21,9131
8/31/2016,66666,EME,ND,-10052,4450,11610,434856,ND,6582,9906,12035,1313071
8/31/2016,69995,ForeignAll,ND,-17409,3678,22018,2396545,ND,-134,27251,49598,7121752
8/31/2016,79995,IROTotal,ND,-2673,836,2950,63473,ND,28,2,-33,58
8/31/2016,99996,Total,ND,-20082,2613,26858,2460010,ND,-106,27936,48788,7121806
9/30/2016,10189,Austria,ND,-11,6,143,7792,ND,-16,572,-166,11173
9/30/2016,10251,Belgium,ND,17241,19,-17351,7446,ND,39,2049,-434,52006
9/30/2016,10502,Denmark,ND,1949,53,-950,12957,ND,-145,-3021,-119,70735
9/30/2016,10707,Finland,ND,-506,-1,124,4134,ND,-75,1291,124,37155
9/30/2016,10804,France,ND,-4863,-53,12964,128770,ND,538,3916,-1733,333853
9/30/2016,11002,Germany,ND,-3035,178,5120,69106,ND,359,1115,-681,286057
9/30/2016,11207,Greece,ND,-586,0,368,2568,ND,-28,-255,165,4638
9/30/2016,11401,Ireland,ND,2367,-241,4644,65461,ND,406,-9491,26604,421231
9/30/2016,11509,Italy,ND,-2247,82,1014,28298,ND,243,-1910,362,61587
9/30/2016,11703,Luxembourg,ND,4962,-459,-6033,79990,ND,16123,402,-16617,49987
9/30/2016,12009,Monaco,ND,-36,0,36,0,ND,9,1,-11,13
9/30/2016,12106,Netherlands,ND,6327,-597,4282,171419,ND,-453,3017,-1057,258848
9/30/2016,12203,Norway,ND,-999,11,656,25850,ND,-481,1053,555,25226
9/30/2016,12319,Portugal,ND,-10,-11,-821,3673,ND,30,-21,-93,7656
9/30/2016,12505,Spain,ND,-385,105,108,20364,ND,130,1147,588,86319
9/30/2016,12602,Sweden,ND,6399,-133,-3926,29782,ND,-160,1774,281,88823
9/30/2016,12688,Switzerland,ND,-1351,29,1837,15501,ND,59,3090,-1725,413459
9/30/2016,12807,Turkey,ND,-1817,-195,1063,16924,ND,5,-153,302,18245
9/30/2016,13005,UK,ND,-16974,-1893,18087,296338,ND,-3432,8552,-10547,910101
9/30/2016,13006,Guernsey,ND,-14,-67,-509,11287,ND,-14,271,-897,28630
9/30/2016,13007,Jersey,ND,-133,-96,380,15070,ND,40,803,493,88303
9/30/2016,15288,CzechRep,ND,0,6,-59,773,ND,22,44,2,1821
9/30/2016,15768,Poland,ND,100,195,-35,13919,ND,0,-204,83,8719
9/30/2016,16101,Russia,ND,150,213,43,10179,ND,-20,1576,-621,43046
9/30/2016,16713,EuroArea,ND,19240,-994,4386,589162,ND,17293,1848,6853,1610011
9/30/2016,19992,EurTotal,ND,7784,-2835,20664,1080188,ND,13057,15723,-5445,3318013
9/30/2016,29998,Canada,ND,-8371,-1486,6547,332947,ND,396,3517,6546,421215
9/30/2016,30104,Argentina,ND,-55,104,371,19811,ND,22,184,40,3668
9/30/2016,30155,Barbados,ND,13,22,-89,2930,ND,-147,0,147,1
9/30/2016,30309,Brazil,ND,1041,43,2208,49893,ND,3,286,252,105341
9/30/2016,30406,Chile,ND,-361,-75,373,15498,ND,32,-46,105,10998
9/30/2016,30503,Colombia,ND,-744,257,613,19508,ND,-23,-43,146,5788
9/30/2016,31704,Mexico,ND,-1509,-3256,2583,94936,ND,-170,-2024,584,59321
9/30/2016,31887,Panama,ND,-227,-68,209,7980,ND,68,198,793,19853
9/30/2016,32204,Peru,ND,-184,7,242,8879,ND,-26,3,169,2080
9/30/2016,32409,TrinidadTobago,ND,-53,6,-3,755,ND,13,0,-13,0
9/30/2016,32603,Uruguay,ND,-567,-49,470,3957,ND,-1,0,-16,32
9/30/2016,32719,Venezuela,ND,-37,950,-74,6984,ND,15,-2,-21,74
9/30/2016,34401,CaribTotal,ND,-5398,-170,11031,395704,ND,-1693,8585,16148,1326604
9/30/2016,35254,Aruba,ND,4,1,5,214,ND,-3,0,3,0
9/30/2016,35319,Bahamas,ND,4246,-4,-4259,828,ND,-217,47,315,6073
9/30/2016,35602,Bermuda,ND,-1320,-156,1101,30312,ND,175,1984,-502,208316
9/30/2016,35807,BritishVI,ND,-95,-60,169,10898,ND,-278,295,-209,49536
9/30/2016,36137,Cayman,ND,-7856,-60,14232,341918,ND,-2436,5706,19731,982913
9/30/2016,36188,Curacao,ND,-620,-20,459,3390,ND,-78,-362,-854,79664
9/30/2016,37206,NethAnt,ND,-515,-20,389,6589,ND,-78,-375,-2246,63753
9/30/2016,39001,CaribBanking,ND,-5577,-309,11608,392902,ND,-2210,7559,16320,1264611
9/30/2016,39942,LATotal,ND,-1540,-2033,5904,234604,ND,-63,-1447,2055,207415
9/30/2016,41408,China,ND,-110,-4,130,1862,ND,-366,2423,-800,104067
9/30/2016,42005,HongKong,ND,-1413,-20,1520,3570,ND,903,4185,-5038,132193
9/30/2016,42102,India,ND,-99,59,5,10567,ND,728,-1287,117,133828
9/30/2016,42218,Indonesia,ND,6,269,75,27560,ND,0,660,-499,33716
9/30/2016,42501,Israel,ND,-312,-109,512,17806,ND,21,-2246,-91,53085
9/30/2016,42609,Japan,ND,-4321,1299,2913,92176,ND,1316,5764,17547,713927
9/30/2016,43001,Korea,ND,-2625,66,2224,24309,ND,590,2194,268,163837
9/30/2016,43419,Lebanon,ND,32,-6,231,2143,ND,0,0,1,78
9/30/2016,43605,Malaysia,ND,-882,-175,727,11567,ND,120,-702,59,21013
9/30/2016,44806,Philippines,ND,114,-148,-374,6901,ND,82,-1119,-321,18262
9/30/2016,46019,Singapore,ND,-671,-32,730,8536,ND,-456,1588,-1297,99312
9/30/2016,46302,Taiwan,ND,-264,0,272,85,ND,463,3285,-83,134041
9/30/2016,46418,Thailand,ND,475,1,-679,3062,ND,611,-1365,138,34987
9/30/2016,46604,UAE,ND,-93,-25,102,3842,ND,-35,34,106,7157
9/30/2016,49999,AsiaTotal,ND,-10238,1080,8492,227948,ND,3625,13516,10506,1659105
9/30/2016,53201,Liberia,ND,0,6,-2,1102,ND,60,490,33,9729
9/30/2016,53805,Mauritius,ND,1,1,7,237,ND,-631,112,1494,11906
9/30/2016,55719,SouthAfrica,ND,567,543,-204,11515,ND,144,3478,639,71740
9/30/2016,57002,Egypt,ND,5,3,-12,424,ND,-14,14,-138,2755
9/30/2016,59994,AfricaTotal,ND,1241,627,-875,25115,ND,831,4248,575,98901
9/30/2016,60089,Australia,ND,-342,-331,1749,116714,ND,172,3289,975,162598
9/30/2016,61689,NZealand,ND,715,-48,-778,12165,ND,-28,-234,-3,8867
