date,country_name,country_code,ftot_agcy_survey_pos,ftot_agcy_adj_net_flow,ftot_agcy_adj_val_chg,ftot_agcy_monthly_gap,ftot_agcy_est_pos,ftot_corp_survey_pos,ftot_corp_adj_net_flow,ftot_corp_adj_val_chg,ftot_corp_monthly_gap,ftot_corp_est_pos,ftot_stk_survey_pos,ftot_stk_adj_net_flow,ftot_stk_adj_val_chg,ftot_stk_monthly_gap,ftot_stk_est_pos,ftot_treas_survey_pos,ftot_treas_adj_net_flow,ftot_treas_adj_val_chg,ftot_treas_monthly_gap,ftot_treas_est_pos
11/30/2018,CostaRica,30589,ND,0,0,1,37,ND,5,-3,0,445,ND,-6,24,14,1472,ND,193,6,-207,1235
11/30/2018,Guatemala,31208,ND,-3,1,2,264,ND,-4,-5,-16,893,ND,6,7,32,624,ND,-11,18,210,3608
11/30/2018,Mexico,31704,ND,113,66,118,12870,ND,16,-19,-59,3435,ND,146,918,-2018,53684,ND,1271,176,2646,38069
11/30/2018,Panama,31887,ND,58,6,-91,1068,ND,48,-44,1,7917,ND,72,209,-336,12860,ND,155,6,-90,1241
11/30/2018,Peru,32204,ND,-9,5,14,926,ND,13,-9,16,1538,ND,15,208,-179,12272,ND,128,92,-96,17991
11/30/2018,TrinidadTobago,32409,ND,8,5,-8,907,ND,16,-17,3,3065,ND,-101,54,-104,2904,ND,-60,10,20,1881
11/30/2018,Uruguay,32603,ND,-5,3,2,571,ND,19,-7,17,1177,ND,9,35,-7,2199,ND,25,32,239,6380
11/30/2018,Venezuela,32719,ND,0,0,2,48,ND,14,-12,0,2116,ND,6,54,-23,3392,ND,0,1,5,124
11/30/2018,CaribTotal,34401,ND,287,356,-190,65258,ND,1457,-3704,889,668355,ND,211,20950,-31476,1236652,ND,18768,918,-20902,176042
11/30/2018,Aruba,35254,ND,23,1,-45,128,ND,0,-3,-39,640,ND,-1,5,-46,414,ND,0,0,1,70
11/30/2018,Bahamas,35319,ND,392,4,-387,763,ND,538,-38,-666,6571,ND,-170,322,-21,19916,ND,569,17,-553,3402
11/30/2018,Bermuda,35602,ND,-220,152,225,27857,ND,-50,-695,-1266,122991,ND,-2090,1786,1141,105383,ND,-3827,220,3376,42373
11/30/2018,BritishVI,35807,ND,18,10,58,1975,ND,-107,-125,-200,22173,ND,597,1834,-6667,108229,ND,-1424,120,2050,23958
11/30/2018,Cayman,36137,ND,56,176,-47,32621,ND,962,-2757,3118,500574,ND,2139,16733,-25941,986456,ND,24524,526,-26678,99884
11/30/2018,NethAnt,37206,ND,-1,2,11,462,ND,-16,-8,-26,1492,ND,-47,68,-103,1792,ND,-1011,1,964,1072
11/30/2018,StKittsNevis,37303,ND,0,0,1,83,ND,6,-5,24,922,ND,-9,41,153,3611,ND,-27,3,28,636
11/30/2018,CaribBanking,39001,ND,302,351,-237,64234,ND,1374,-3668,950,660150,ND,501,20952,-31884,1232542,ND,18986,891,-20902,170767
11/30/2018,LATotal,39942,ND,310,105,-185,19738,ND,209,-146,-113,25885,ND,-44,2261,-3690,133815,ND,-3540,2193,2680,424894
11/30/2018,China,41408,ND,-184,1033,-237,188279,ND,-240,-91,366,16560,ND,326,3267,-4897,192634,ND,-3783,5854,-22610,1111313
11/30/2018,HongKong,42005,ND,-164,67,103,11793,ND,428,-247,-648,43975,ND,-917,1736,-4785,98195,ND,-2859,800,3277,155871
11/30/2018,India,42102,ND,-59,1,60,149,ND,77,-3,-73,575,ND,-63,62,85,3760,ND,-1693,706,1426,136930
11/30/2018,Indonesia,42218,ND,47,20,2,3805,ND,2,-10,-29,1804,ND,-9,6,6,349,ND,-582,111,278,21179
11/30/2018,Israel,42501,ND,58,15,15,2812,ND,2,-35,63,6345,ND,-1886,977,1851,58465,ND,-785,151,-1122,27354
11/30/2018,Japan,42609,ND,3231,1336,11143,258141,ND,1750,-1184,778,213614,ND,682,9270,176,556909,ND,2437,4974,10843,979836
11/30/2018,Korea,43001,ND,373,237,-16,43566,ND,418,-265,34,47655,ND,676,2187,-2709,129208,ND,277,515,-1555,98419
11/30/2018,Kuwait,43109,ND,-67,29,0,5159,ND,-32,-91,-60,17357,ND,341,3132,-4767,182364,ND,-162,205,-3404,36205
11/30/2018,Malaysia,43605,ND,-121,70,35,12636,ND,142,-10,-139,2165,ND,-108,237,106,14312,ND,111,66,-113,12761
11/30/2018,Philippines,44806,ND,0,1,3,76,ND,5,-6,1,1124,ND,-2,56,204,3475,ND,-249,138,-1065,25462
11/30/2018,SaudiArabia,45608,ND,-48,32,-54,5523,ND,16,-48,-414,8252,ND,-76,1161,1017,73841,ND,-1049,627,-1125,117970
11/30/2018,Singapore,46019,ND,171,27,-21,4817,ND,524,-220,-288,39520,ND,-3203,2875,335,171055,ND,-3078,659,-2493,122004
11/30/2018,Taiwan,46302,ND,1332,1385,1454,255699,ND,460,-543,1134,98687,ND,602,1139,478,68786,ND,-11688,829,3887,153383
11/30/2018,Thailand,46418,ND,-71,40,-15,7150,ND,32,-26,-35,4677,ND,-7,108,76,6456,ND,975,226,-1171,43654
11/30/2018,UAE,46604,ND,-8,5,22,991,ND,-58,-36,-255,6091,ND,-684,1524,-1957,88714,ND,-1778,246,770,46612
11/30/2018,AsiaTotal,49999,ND,4495,4302,12503,801338,ND,4042,-2833,-66,511292,ND,-3280,28198,-14978,1676969,ND,-24287,16423,-13924,3150537
11/30/2018,Liberia,53201,ND,0,0,0,46,ND,-1,-1,1,177,ND,18,10,-15,589,ND,0,1,1,113
11/30/2018,Mauritius,53805,ND,0,0,19,97,ND,-1,-8,21,1409,ND,-108,9,54,498,ND,602,4,-723,550
11/30/2018,SouthAfrica,55719,ND,-6,4,9,716,ND,0,-3,27,605,ND,-60,189,4559,15736,ND,-2016,79,-2816,10349
11/30/2018,Egypt,57002,ND,-1,1,,,ND,0,0,3,22,ND,-5,13,-29,723,ND,33,12,-164,2121
11/30/2018,AfricaTotal,59994,ND,-7,8,36,1592,ND,18,-15,32,2798,ND,-173,287,4173,21120,ND,-1618,190,-4454,30739
11/30/2018,Australia,60089,ND,-103,20,185,3816,ND,-84,-203,1598,35718,ND,1003,3809,-1332,227586,ND,311,162,1090,32687
11/30/2018,NZealand,61689,ND,-2,3,-18,521,ND,2,-11,16,2042,ND,92,380,443,23270,ND,18,25,-580,4196
11/30/2018,ForeignAll,69995,ND,9562,5580,15062,1042242,ND,-5500,-21045,-5677,3701699,ND,-5669,136289,-3095,8181272,ND,-12575,28068,-37527,5394582
11/30/2018,IROTotal,79995,ND,-38,42,-57,7589,ND,-162,-56,117,11157,ND,5,94,129,5761,ND,-629,261,1697,51522
11/30/2018,FOI_All_Countries,99990,ND,-823,3270,6617,602227,ND,189,-911,-2116,162706,ND,-715,17311,-20056,1016980,ND,-33287,18831,-36973,3586056
11/30/2018,Total,99996,ND,9495,5623,15045,1049888,ND,-5717,-21101,-5488,3712884,ND,-5664,136383,-2951,8187132,ND,-13204,28328,-35833,5446113
12/31/2018,Austria,10189,ND,-5,9,-162,449,ND,-9,27,-25,3031,ND,-54,-2011,4152,23940,ND,-63,56,-425,3378
12/31/2018,Belgium,10251,ND,-19,79,-201,5224,ND,-3411,4577,8118,487852,ND,-34,-4943,-1171,47486,ND,-1210,2307,7920,163256
12/31/2018,Denmark,10502,ND,-3,6,13,309,ND,-115,157,-389,17309,ND,750,-8057,58977,140889,ND,-66,221,-300,14660
12/31/2018,Finland,10707,ND,0,0,0,2,ND,-55,49,33,5728,ND,-434,-3249,806,33271,ND,-13,102,-415,6537
12/31/2018,France,10804,ND,145,58,-1226,3282,ND,-1387,561,1422,61544,ND,-8446,-16463,1643,156994,ND,808,1662,-20505,93036
12/31/2018,Germany,11002,ND,-5,71,134,5001,ND,-661,1015,1118,115770,ND,-307,-21106,-37548,172889,ND,-4727,1065,-8550,58979
12/31/2018,Greece,11207,ND,0,0,0,4,ND,4,2,-11,251,ND,-3,-153,20,1504,ND,-87,28,21,1817
12/31/2018,Ireland,11401,ND,1146,723,-1888,48651,ND,-3252,2680,3859,311481,ND,-776,-38789,-4142,377912,ND,-535,3367,-1129,226383
12/31/2018,Italy,11509,ND,-53,36,-769,1755,ND,-96,131,805,14975,ND,-88,-3569,-988,32174,ND,-728,517,-323,34404
12/31/2018,Luxembourg,11703,ND,851,668,4772,50417,ND,-1503,5382,8661,588761,ND,-3485,-58383,9173,585492,ND,-539,2644,3630,183370
12/31/2018,Netherlands,12106,ND,-8,138,300,9767,ND,-134,589,-3746,64295,ND,458,-24427,3822,254282,ND,-923,606,1840,42147
12/31/2018,Norway,12203,ND,0,2,12,75,ND,481,374,-615,42350,ND,64,-25885,-848,257040,ND,-180,695,36748,83850
12/31/2018,Portugal,12319,ND,0,0,0,5,ND,1,7,98,839,ND,17,-406,103,4170,ND,73,31,-22,2175
12/31/2018,Spain,12505,ND,-5,12,5,826,ND,-25,35,-22,3990,ND,-100,-1761,265,17914,ND,109,498,-864,33229
12/31/2018,Sweden,12602,ND,-4,3,4,172,ND,-62,57,-433,5768,ND,-153,-14963,2310,151161,ND,230,656,-1528,43259
12/31/2018,Switzerland,12688,ND,-219,174,-944,10530,ND,-262,954,-4030,105654,ND,-266,-40993,-15660,391271,ND,-557,2960,-2718,198829
12/31/2018,Turkey,12807,ND,0,0,0,1,ND,3,0,-3,36,ND,0,-94,51,1008,ND,-345,112,-1033,6293
12/31/2018,UK,13005,ND,6566,140,-7440,7817,ND,-1581,3716,-30303,361494,ND,-14109,-88368,94069,963242,ND,-6187,3195,33438,243384
12/31/2018,Guernsey,13006,ND,0,4,-74,208,ND,-19,45,-883,4248,ND,1144,-2984,-503,31371,ND,1081,82,-2017,4652
12/31/2018,Jersey,13007,ND,-61,5,70,377,ND,77,41,8,4728,ND,-16,-1375,502,15472,ND,48,21,-149,1345
12/31/2018,Poland,15768,ND,0,0,,,ND,-18,6,28,762,ND,-51,-151,-193,1257,ND,309,597,-1481,39588
12/31/2018,Russia,16101,ND,0,0,,,ND,4,1,2,86,ND,-13,-40,0,375,ND,1384,56,-86,5105
12/31/2018,EuroArea,16713,ND,2072,1812,1147,125372,ND,-10529,15074,20217,1657049,ND,-13179,-175620,-23945,1707478,ND,-7932,12940,-18837,848913
12/31/2018,EurTotal,19992,ND,8347,2178,-7132,148446,ND,-12147,20475,-16002,2207700,ND,-25672,-359530,112732,3674185,ND,-13044,22166,44711,1538416
12/31/2018,Canada,29998,ND,1213,81,-1391,5051,ND,-1355,1592,1104,174231,ND,2362,-83249,-10975,820930,ND,-461,1346,-11211,80331
12/31/2018,Argentina,30104,ND,2,0,-2,17,ND,38,14,-18,1610,ND,2,-472,213,5068,ND,700,39,-627,2597
12/31/2018,Barbados,30155,ND,10,6,31,406,ND,-13,62,-206,6916,ND,52,-143,-28,1552,ND,-533,18,480,1175
12/31/2018,Anguilla,30228,ND,0,0,2,3,ND,4,1,39,222,ND,-42,-235,396,2683,ND,-80,0,79,4
12/31/2018,Brazil,30309,ND,0,35,-25,2342,ND,-12,7,39,850,ND,2793,-489,-3416,4421,ND,-11386,4540,-968,297649
12/31/2018,Chile,30406,ND,-3,1,2,41,ND,-8,25,-94,2729,ND,78,-1926,1399,20578,ND,-553,303,317,20228
12/31/2018,Colombia,30503,ND,141,21,185,1757,ND,34,17,1138,2880,ND,15,-1185,613,12296,ND,-340,385,-202,25697
12/31/2018,CostaRica,30589,ND,0,1,1,38,ND,26,4,-16,459,ND,0,-128,123,1467,ND,91,18,-94,1250
12/31/2018,Guatemala,31208,ND,-4,4,27,290,ND,-10,8,63,954,ND,11,-38,35,631,ND,146,54,-225,3582
12/31/2018,Mexico,31704,ND,725,186,-801,12979,ND,-103,29,-519,2842,ND,300,-4840,-6716,42428,ND,2015,567,-848,39802
12/31/2018,Panama,31887,ND,-4,16,-24,1057,ND,9,69,-356,7639,ND,142,-1103,352,12251,ND,-72,18,122,1310
12/31/2018,Peru,32204,ND,-1,13,-1,938,ND,-43,14,-235,1274,ND,16,-1121,520,11687,ND,357,267,-112,18503
12/31/2018,TrinidadTobago,32409,ND,-15,14,106,1013,ND,-48,28,26,3071,ND,8,-274,-27,2610,ND,3,28,45,1957
12/31/2018,Uruguay,32603,ND,15,9,-19,575,ND,-37,11,-33,1118,ND,24,-191,77,2109,ND,348,95,451,7274
12/31/2018,Venezuela,32719,ND,1,1,-2,47,ND,42,19,-99,2078,ND,-2,-287,122,3225,ND,302,2,-288,140
12/31/2018,CaribTotal,34401,ND,-4238,969,4144,66132,ND,-205,5849,-9532,664467,ND,-5228,-111403,66022,1186043,ND,-29589,2617,49460,198530
12/31/2018,Aruba,35254,ND,-10,2,24,144,ND,3,4,59,706,ND,-2,-24,-5,383,ND,-2,1,8,77
12/31/2018,Bahamas,35319,ND,18,12,-15,777,ND,216,59,-139,6707,ND,-375,-1723,1655,19472,ND,-376,51,1112,4189
12/31/2018,Bermuda,35602,ND,-511,416,1147,28910,ND,-367,1084,4053,127761,ND,-3257,-9691,7636,100070,ND,-3151,628,3794,43644
12/31/2018,BritishVI,35807,ND,11,29,-619,1396,ND,-118,194,-526,21723,ND,-1451,-9408,5393,102763,ND,2030,357,-2493,23852
12/31/2018,Cayman,36137,ND,-3730,475,3427,32794,ND,42,4373,-12709,492280,ND,-79,-89137,50534,947773,ND,-27935,1486,46410,119845
12/31/2018,NethAnt,37206,ND,-9,6,8,467,ND,46,13,-75,1475,ND,-85,-351,318,1674,ND,163,2,43,1280
12/31/2018,StKittsNevis,37303,ND,0,1,-1,82,ND,-1,9,18,948,ND,-23,-218,80,3450,ND,21,9,51,717
12/31/2018,CaribBanking,39001,ND,-4225,955,3934,64897,ND,-173,5792,-9676,656093,ND,-5105,-111414,65930,1181953,ND,-29341,2543,48765,192734
12/31/2018,LATotal,39942,ND,906,289,-698,20236,ND,-137,230,69,26048,ND,3377,-11971,-6495,118726,ND,-8391,6323,-2460,420366
12/31/2018,China,41408,ND,-2030,2824,-109,188963,ND,-49,145,-690,15967,ND,32,-17430,1900,177137,ND,-15967,16518,5274,1117138
12/31/2018,HongKong,42005,ND,62,182,0,12036,ND,161,387,268,44792,ND,875,-8975,-914,89181,ND,3039,2317,-1114,160113
12/31/2018,India,42102,ND,11,2,-11,152,ND,12,5,-127,465,ND,-11,-341,103,3512,ND,-2476,2035,3444,139933
12/31/2018,Indonesia,42218,ND,-31,57,170,4001,ND,17,16,-60,1777,ND,-7,-32,18,327,ND,157,315,812,22463
12/31/2018,Israel,42501,ND,-321,42,277,2811,ND,-58,56,-71,6272,ND,-523,-5325,1403,54020,ND,-83,407,-53,27625
12/31/2018,Japan,42609,ND,2053,3876,7792,271862,ND,1519,1889,702,217725,ND,1066,-50718,1779,509035,ND,-2286,14564,-12720,979394
12/31/2018,Korea,43001,ND,162,655,383,44766,ND,135,422,731,48942,ND,399,-11758,4618,122467,ND,1043,1468,5428,106357
12/31/2018,Kuwait,43109,ND,22,78,98,5356,ND,-167,142,219,17551,ND,-1671,-16732,845,164805,ND,-100,540,-2965,33680
12/31/2018,Malaysia,43605,ND,-143,190,-3,12680,ND,32,17,-103,2111,ND,-185,-1293,1702,14535,ND,-838,190,-272,11840
12/31/2018,Philippines,44806,ND,-3,1,7,81,ND,25,10,9,1168,ND,-33,-322,203,3323,ND,-573,379,-2643,22625
12/31/2018,SaudiArabia,45608,ND,-72,86,156,5693,ND,7,72,997,9328,ND,94,-6355,2759,70338,ND,-2132,1782,1583,119204
12/31/2018,Singapore,46019,ND,-13,77,34,4915,ND,-41,349,-2193,37634,ND,3647,-15430,41281,200553,ND,-37,1822,-10390,113399
12/31/2018,Taiwan,46302,ND,-715,3838,2364,261185,ND,94,869,-827,98822,ND,-46,-6329,1546,63957,ND,-806,2279,202,155058
12/31/2018,Thailand,46418,ND,16,108,78,7351,ND,-398,42,434,4754,ND,73,-595,973,6906,ND,1538,649,2901,48742
12/31/2018,UAE,46604,ND,-10,15,-13,984,ND,27,54,-181,5991,ND,659,-8013,-2046,79315,ND,-1544,698,-226,45540
12/31/2018,AsiaTotal,49999,ND,-1011,12041,11204,823572,ND,1311,4501,-861,516243,ND,5171,-152241,56413,1586311,ND,-21006,46876,-10461,3165946
12/31/2018,Liberia,53201,ND,0,1,1,47,ND,0,1,-4,175,ND,-4,-57,-17,512,ND,6,2,-6,115
12/31/2018,Mauritius,53805,ND,0,1,-9,89,ND,11,12,-8,1424,ND,-73,-45,74,455,ND,426,8,-330,655
12/31/2018,SouthAfrica,55719,ND,-13,11,5,719,ND,-4,5,-2,604,ND,-127,-1448,1713,15874,ND,-961,155,-1435,8108
12/31/2018,Egypt,57002,ND,-1,2,,,ND,0,0,0,22,ND,1,-66,14,673,ND,2,32,-97,2058
12/31/2018,AfricaTotal,59994,ND,-17,24,28,1627,ND,57,24,159,3039,ND,-225,-1938,1972,20930,ND,-642,459,-1322,29234
12/31/2018,Australia,60089,ND,166,56,-309,3729,ND,-264,334,-2639,33149,ND,1911,-20788,5668,214378,ND,-457,488,-2686,30033
12/31/2018,NZealand,61689,ND,-12,8,41,558,ND,14,18,381,2455,ND,53,-2125,397,21596,ND,8,62,1098,5365
12/31/2018,ForeignAll,69995,ND,5359,15647,5870,1069118,ND,-12720,33074,-29035,3693018,ND,-18192,-743470,225480,7645090,ND,-73602,80340,67226,5468546
12/31/2018,IROTotal,79995,ND,-121,115,287,7871,ND,-63,87,108,11290,ND,12,-519,749,6003,ND,-171,768,-8024,44095
12/31/2018,FOI_All_Countries,99990,ND,-3800,9045,3589,611061,ND,-808,1420,4029,167347,ND,820,-92701,-5352,919747,ND,-24288,53357,22701,3637826
12/31/2018,Total,99996,ND,5210,15761,6197,1077057,ND,-12832,33161,-28879,3704333,ND,-18180,-743989,226226,7651189,ND,-73773,81109,59188,5512637
1/31/2019,Austria,10189,ND,-1,2,0,450,ND,-73,61,-38,2981,ND,21,1941,-194,25708,ND,-95,7,24,3314
1/31/2019,Belgium,10251,ND,-20,27,239,5469,ND,-2086,10635,-2217,494184,ND,210,3859,-941,50614,ND,-2162,339,-4398,157035
1/31/2019,Denmark,10502,ND,2,2,8,321,ND,42,351,379,18081,ND,655,11186,-4218,148512,ND,-6,30,-350,14335
1/31/2019,Finland,10707,ND,34,0,-34,2,ND,-178,112,56,5718,ND,-317,2628,-613,34968,ND,-32,14,-115,6404
1/31/2019,France,10804,ND,356,15,-296,3358,ND,320,1289,-928,62224,ND,3515,12644,-395,172758,ND,3977,193,-1450,95756
1/31/2019,Germany,11002,ND,-5,26,-1024,3999,ND,387,2339,-2155,116341,ND,415,13854,-5410,181749,ND,689,122,6174,65964
1/31/2019,Greece,11207,ND,0,0,0,4,ND,5,5,1,261,ND,-10,123,-11,1607,ND,-121,4,297,1997
1/31/2019,Ireland,11401,ND,-723,253,-913,47268,ND,-2779,6171,-9749,305125,ND,288,30652,-7859,400993,ND,-5063,471,162,221953
1/31/2019,Italy,11509,ND,-28,9,681,2416,ND,4,314,-354,14939,ND,-187,2726,26,34739,ND,-1866,71,2954,35563
1/31/2019,Luxembourg,11703,ND,-323,268,1241,51603,ND,-577,12513,-1987,598711,ND,-448,47215,6829,639089,ND,-6508,379,6343,183584
1/31/2019,Netherlands,12106,ND,211,51,-258,9770,ND,91,1276,-651,65011,ND,-720,19840,-6603,266799,ND,143,87,-772,41605
1/31/2019,Norway,12203,ND,0,1,9,85,ND,-480,855,-324,42402,ND,-64,20672,3184,280831,ND,558,174,5802,90383
1/31/2019,Portugal,12319,ND,0,0,0,5,ND,12,17,-4,864,ND,-1,335,47,4552,ND,-69,4,114,2224
1/31/2019,Spain,12505,ND,-5,4,-6,819,ND,72,78,-119,4021,ND,348,1422,-127,19556,ND,-358,69,2106,35046
1/31/2019,Sweden,12602,ND,-2,1,2,173,ND,-105,122,10,5796,ND,-125,12157,-180,163012,ND,344,90,-664,43028
1/31/2019,Switzerland,12688,ND,-130,56,-74,10381,ND,526,2102,1701,109983,ND,3502,31551,3600,429925,ND,-1594,410,-2701,194945
1/31/2019,Turkey,12807,ND,0,0,0,1,ND,0,1,0,37,ND,-14,79,-7,1066,ND,175,13,-3766,2716
1/31/2019,UK,13005,ND,1304,45,-1277,7889,ND,2615,7839,22242,394191,ND,-10345,77150,3416,1033463,ND,8333,507,-6208,246016
1/31/2019,Guernsey,13006,ND,0,1,-4,205,ND,-9,85,134,4458,ND,-99,2431,-207,33496,ND,568,10,-151,5078
1/31/2019,Jersey,13007,ND,28,2,-18,389,ND,-176,97,-195,4454,ND,80,1127,-163,16516,ND,-270,3,255,1333
1/31/2019,Poland,15768,ND,0,0,,,ND,-14,15,27,790,ND,-33,101,194,1519,ND,-5858,82,-8866,24946
1/31/2019,Russia,16101,ND,0,0,,,ND,1,2,2,90,ND,5,31,-10,401,ND,638,11,569,6322
1/31/2019,EuroArea,16713,ND,-503,661,-349,125181,ND,-4858,34853,-18320,1668724,ND,3089,137509,-15248,1832828,ND,-11605,1768,11398,850474
1/31/2019,EurTotal,19992,ND,595,781,-1631,148192,ND,-2575,46456,5105,2256686,ND,-3506,294780,-8902,3956557,ND,-9400,3189,-3698,1528507
1/31/2019,Canada,29998,ND,1241,27,-1272,5049,ND,-1487,3659,2346,178749,ND,-7872,65949,-3507,875501,ND,7911,166,-1657,86751
1/31/2019,Argentina,30104,ND,1,0,-2,16,ND,48,32,-18,1672,ND,26,393,74,5561,ND,-76,6,94,2621
1/31/2019,Barbados,30155,ND,-1,2,13,421,ND,42,139,-156,6941,ND,-60,114,8,1614,ND,-17,2,-179,981
1/31/2019,Anguilla,30228,ND,0,0,-2,1,ND,0,4,13,239,ND,-278,217,-340,2282,ND,-297,0,295,2
1/31/2019,Brazil,30309,ND,56,12,18,2428,ND,17,17,87,970,ND,854,341,-830,4786,ND,1254,614,1519,301036
1/31/2019,Chile,30406,ND,108,0,403,553,ND,-3,55,-28,2752,ND,26,1661,-41,22224,ND,-660,42,-110,19500
1/31/2019,Colombia,30503,ND,-265,9,-24,1477,ND,5,64,-818,2131,ND,171,1000,-508,12959,ND,-674,53,-691,24385
1/31/2019,CostaRica,30589,ND,0,0,1,39,ND,7,9,5,480,ND,-17,111,28,1590,ND,-26,3,-49,1178
1/31/2019,Guatemala,31208,ND,-3,1,6,294,ND,-17,20,-157,800,ND,-9,32,47,701,ND,430,7,685,4704
1/31/2019,Mexico,31704,ND,-589,66,732,13188,ND,-30,55,100,2966,ND,473,3363,-22624,23641,ND,-2107,82,-3871,33906
1/31/2019,Panama,31887,ND,6,6,22,1090,ND,184,152,-142,7832,ND,-266,915,50,12950,ND,366,3,-217,1462
1/31/2019,Peru,32204,ND,75,5,-16,1002,ND,-41,27,124,1384,ND,264,941,-855,12037,ND,687,38,376,19604
1/31/2019,TrinidadTobago,32409,ND,-79,5,-79,859,ND,-22,64,-80,3032,ND,35,216,-62,2800,ND,40,4,131,2132
1/31/2019,Uruguay,32603,ND,18,3,-17,578,ND,8,23,-2,1147,ND,-6,160,13,2276,ND,-339,15,186,7135
1/31/2019,Venezuela,32719,ND,1,0,-9,39,ND,49,43,-54,2115,ND,12,235,-78,3395,ND,1,0,0,141
1/31/2019,CaribTotal,34401,ND,1779,342,-1778,66474,ND,5734,13222,-3573,679850,ND,-20574,93897,-19286,1240080,ND,-9432,409,452,189960
1/31/2019,Aruba,35254,ND,-2,1,1,143,ND,4,10,-94,626,ND,-1,20,13,415,ND,7,0,7,91
1/31/2019,Bahamas,35319,ND,740,4,-732,789,ND,1304,136,-1475,6672,ND,-215,1469,-35,20691,ND,-621,9,-178,3399
1/31/2019,Bermuda,35602,ND,14,152,-675,28401,ND,-78,2563,-1415,128830,ND,591,8119,-8550,100231,ND,-3177,90,3836,44393
1/31/2019,BritishVI,35807,ND,-1,7,-37,1365,ND,567,432,-280,22441,ND,-4516,7804,-1522,104529,ND,1766,49,-139,25528
1/31/2019,Cayman,36137,ND,1108,165,-259,33809,ND,4038,9774,76,506168,ND,-16383,75310,-9112,997588,ND,-7081,247,-3418,109593
1/31/2019,NethAnt,37206,ND,0,2,9,478,ND,26,28,16,1545,ND,291,290,-297,1958,ND,93,0,841,2215
1/31/2019,StKittsNevis,37303,ND,1,0,-9,75,ND,0,20,32,1000,ND,-37,171,379,3963,ND,86,1,-175,630
1/31/2019,CaribBanking,39001,ND,1867,336,-1700,65400,ND,6039,13086,-3273,671946,ND,-20498,93907,-19283,1236079,ND,-8654,398,-34,184444
1/31/2019,LATotal,39942,ND,-559,104,1058,20840,ND,230,527,-1001,25805,ND,1543,9317,-24925,104660,ND,-963,868,-2194,418078
1/31/2019,China,41408,ND,12982,995,89,203029,ND,-305,319,187,16168,ND,-110,14109,-2490,188646,ND,-12083,2305,10201,1117561
1/31/2019,HongKong,42005,ND,-185,65,216,12133,ND,521,897,32,46242,ND,-1101,7185,745,96011,ND,4085,330,4648,169176
1/31/2019,India,42102,ND,-4,1,2,150,ND,37,9,-30,481,ND,-57,281,120,3856,ND,-2992,289,5990,143220
1/31/2019,Indonesia,42218,ND,15,21,24,4061,ND,3,36,40,1856,ND,-3,27,-9,342,ND,56,46,-482,22084
1/31/2019,Israel,42501,ND,74,15,-193,2707,ND,87,125,-262,6222,ND,530,4325,39,58915,ND,764,57,-179,28267
1/31/2019,Japan,42609,ND,564,1433,-2434,271424,ND,1935,4386,3460,227505,ND,414,40814,3898,554161,ND,-6843,2021,32875,1007447
1/31/2019,Korea,43001,ND,-1744,236,-204,43053,ND,223,989,-1321,48833,ND,872,9807,745,133891,ND,1881,220,1246,109705
1/31/2019,Kuwait,43109,ND,21,28,247,5652,ND,-472,327,459,17865,ND,73,13334,-835,177378,ND,-39,70,-337,33373
1/31/2019,Malaysia,43605,ND,-113,67,8,12641,ND,-1,38,-11,2137,ND,-229,1155,-821,14641,ND,-406,24,101,11560
1/31/2019,Philippines,44806,ND,7,0,-19,68,ND,-7,23,3,1187,ND,29,269,15,3637,ND,-342,47,-1681,20649
1/31/2019,SaudiArabia,45608,ND,81,31,-152,5653,ND,-32,186,415,9897,ND,391,5276,2065,78070,ND,-1946,250,-3194,114315
1/31/2019,Singapore,46019,ND,566,27,-617,4891,ND,-544,756,471,38317,ND,-4971,15911,-10139,201354,ND,132,235,6811,120578
1/31/2019,Taiwan,46302,ND,-1900,1376,953,261615,ND,374,1980,3608,104784,ND,578,5189,1220,70945,ND,2946,320,7612,165936
1/31/2019,Thailand,46418,ND,-108,39,158,7440,ND,-680,96,-1473,2697,ND,79,561,-2,7544,ND,5951,101,3410,58203
1/31/2019,UAE,46604,ND,-8,5,2,983,ND,37,121,119,6268,ND,238,6251,1153,86957,ND,-127,95,-626,44881
1/31/2019,AsiaTotal,49999,ND,10253,4343,-2010,836157,ND,1120,10350,5670,533383,ND,-2119,126679,-5350,1705522,ND,-9693,6540,66970,3229763
1/31/2019,Liberia,53201,ND,0,0,1,49,ND,-4,3,3,177,ND,14,43,-17,551,ND,2,0,0,117
1/31/2019,Mauritius,53805,ND,0,0,-3,86,ND,1,28,12,1465,ND,-14,36,-44,432,ND,586,1,-647,595
1/31/2019,SouthAfrica,55719,ND,0,4,9,732,ND,-21,12,25,620,ND,-9,1288,-228,16925,ND,-165,17,-256,7704
1/31/2019,Egypt,57002,ND,-1,1,,,ND,1,0,1,25,ND,-2,54,27,752,ND,0,4,-8,2055
1/31/2019,AfricaTotal,59994,ND,-3,8,-3,1629,ND,-41,60,99,3157,ND,-9,1691,-362,22250,ND,519,61,-792,29022
1/31/2019,Australia,60089,ND,390,19,-336,3802,ND,-18,709,737,34578,ND,1050,17245,-4445,228228,ND,308,62,2474,32876
1/31/2019,NZealand,61689,ND,2,3,-23,540,ND,21,48,-25,2499,ND,0,1736,-466,22866,ND,43,11,302,5721
