"Hoofdpost","Subpost 1","Subpost 2","Sector","Subsector","&label7","Period ","waarde"
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2010Q3",18702.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2010Q4",23058.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2011Q1",22817.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2011Q2",22392.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2011Q3",20753.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2011Q4",16122
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2012Q1",18559.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2012Q2",17533.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2012Q3",15488
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2012Q4",16520.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2013Q1",22946.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2013Q2",24920.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2013Q3",24775.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2013Q4",21241.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2014Q1",24565
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2014Q2",27804
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2014Q3",29148.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Total ","2014Q4",25570
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2003Q2",12568
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2003Q3",15762.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2003Q4",15620.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2004Q1",15497.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2004Q2",14052.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2004Q3",14796.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2004Q4",13213.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2005Q1",14027.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2005Q2",13738.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2005Q3",12685.9
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2005Q4",12490.4
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2006Q1",13002.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2006Q2",12342.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2006Q3",12012.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2006Q4",12134.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2007Q1",13735.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2007Q2",13947.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2007Q3",12980.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2007Q4",13512.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2008Q1",17643.2
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2008Q2",22485.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2008Q3",26387.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2008Q4",25902.1
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2009Q1",20987.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2009Q2",19785.5
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2009Q3",16061.3
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2009Q4",13972.8
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2010Q1",15310
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2010Q2",18187.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2010Q3",18099.7
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2010Q4",22756
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2011Q1",21198.6
"Foreign portfolio investment in Dutch securities ","Dutch debt securities ","Short term Dutch debt securities ","Issued by other sectors ","Issued by other financial sectors ","Of which SFIs ","2011Q2",21128.3
