"Hoofdpost","Subpost 1","Subpost 2","Sector","Subsector","&label7","Period ","waarde"
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q2",108468
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q3",119535.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q4",112742.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q1",111536.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q2",109006
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q3",64807.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q4",69681.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q1",58058.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q2",58445.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q3",60948.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q4",59541.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q1",61305.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q2",56807.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q3",56339.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q4",58193.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q1",60915.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q2",62922.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q3",67287.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q4",68384.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q1",68982.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q2",69920.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q3",70097
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q4",70494.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q1",71760.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q2",75126.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q3",79046.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q4",79583.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q2",964885.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q3",955689
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q4",49410.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q1",54176.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q2",54079.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q3",56106.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q4",57303
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q1",62116.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q2",67013.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q3",69420.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q4",70208
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q1",81005.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q2",86264.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q3",91940
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q4",96556.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q1",114367.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q2",113328.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q3",118608.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q4",118885.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q1",114786.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q2",113133.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q3",110263.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q4",98293.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q1",109954.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q2",109235.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q3",127401.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q4",131488.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q1",132096.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q2",130564.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q3",124070
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q4",118187
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q1",109161.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q2",111161.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q3",112041.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q4",114925.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q1",114367.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q2",114584.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q3",116189.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q4",125842.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q1",126309
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q2",122935.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q3",118735.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q4",110607.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q1",107863.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q2",109883.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q3",109770.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q4",112026.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q2",48639.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q3",39809.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q4",94023.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q1",98065.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q2",99376.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q3",97975.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q4",102177.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q1",109568.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q2",122428.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q3",122280.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q4",138848.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q1",155959.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q2",161280.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q3",167869.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q4",176320
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q1",219070.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q2",222243.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q3",225651.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q4",225820.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q1",219671.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q2",221601.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q3",229798.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q4",211036.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q1",221491.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q2",218241
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q3",192208.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q4",201169.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q1",190154.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q2",189009.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q3",185018.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q4",177728.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q1",170467.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q2",167969.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q3",168381.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q4",173119.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q1",175283.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q2",177507.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q3",183477.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q4",194227.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q1",195291.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q2",192856.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q3",188832.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q4",181101.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q1",179624.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q2",185010.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q3",188817.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q4",191610.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q2",341702.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q3",343576.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2003Q4",393657.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q1",413987.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q2",423863
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q3",439327.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2004Q4",454685.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q1",487961.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q2",513809.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q3",528414.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2005Q4",555097.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q1",552719
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q2",552591
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q3",565876.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2006Q4",568357
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q1",596609.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q2",587130.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q3",586128.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2007Q4",586515.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q1",572978.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q2",566931.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q3",572615.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2008Q4",549924.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q1",577468.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q2",589600.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q3",595572.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2009Q4",607460.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q1",623416.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q2",618846.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q3",627823.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2010Q4",606388.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q1",607191.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q2",608197.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q3",616075.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2011Q4",614766.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q1",629771.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q2",638124.9
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q3",657234.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2012Q4",690888
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q1",686800
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q2",680365.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q3",677129.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2013Q4",672556.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q1",694896.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q2",719645.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q3",741855.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Total ","Total ","Total ","2014Q4",772542.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2003Q2",9095.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2003Q3",8978
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2003Q4",9240
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2004Q1",9569.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2004Q2",8847.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2004Q3",8802.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2004Q4",8858
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2005Q1",9430.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2005Q2",9321.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2005Q3",8983.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2005Q4",9241.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2006Q1",8990
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2006Q2",9303.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2006Q3",8103
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2006Q4",9029
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2007Q1",9251.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2007Q2",9662
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2007Q3",9706.3
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2007Q4",12093.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2008Q1",13427.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2008Q2",14402.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2008Q3",16333.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2008Q4",17367.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2009Q1",17789.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2009Q2",18050.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2009Q3",16630.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2009Q4",18071.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2010Q1",17227.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2010Q2",19182.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2010Q3",20235.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2010Q4",20693.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2011Q1",19804.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2011Q2",18465.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2011Q3",21577.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2011Q4",25093.5
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2012Q1",27464.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2012Q2",28415.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2012Q3",25543
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2012Q4",26432.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2013Q1",26631
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2013Q2",25915.6
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2013Q3",28770.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2013Q4",28206.2
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2014Q1",28174.8
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2014Q2",26828.7
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2014Q3",25625.1
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Central bank ","Total ","Total ","2014Q4",24362
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2003Q2",103913.4
"Dutch portfolio investment in foreign securities ","Foreign debt securities ","Long term foreign debt securities ","Other MFIs ","Total ","Total ","2003Q3",104310.8
